relation_id,head_type,head_name,relation,tail_type,tail_name,evidence,source_report_id,source_title,page,section,source_tier,confidence,review_status
relation_0de9fb1c43712564,Company,紫光股份,HAS_METRIC,Metric,营业收入,"合计65,889,803,802.79 23,721,239,458.45 87,985,663.22 (7,067,182,306.07) 82,631,846,618.39",annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0e6531165b83c569,Company,紫光股份,HAS_PRODUCT,Product,Wi-Fi 7 新产品,公司发布多款全场景Wi-Fi 7 新产品,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_0f899b240faabd14,Company,紫光股份,DISCLOSES_RISK,Risk,经营成本上升风险,随着公司经营规模的不断扩大，人员成本、房租、物流等各项经营成本及费用可能随之上涨，进而压缩公司的利润空间，对公司整体利润的提升产生不利影响。,annual_000938_2025,2025年年度报告,37,报告期内接待调研、沟通、采访等活动,1,0.90,auto
relation_0fa34691428af60c,Company,紫光股份,HAS_METRIC,Metric,研发费用_2024,"研发费用53 5,101,818,089.81",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_0fa5f595902e5b8d,Company,紫光股份,HAS_PRODUCT,Product,矿用本安Wi-Fi 7 产品,率先发布第一款矿用本安Wi-Fi 7 产品,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,0.90,auto
relation_11ec193d8545a709,Company,紫光股份,HAS_METRIC,Metric,经营活动产生的现金流量净额,"2025年经营活动产生的现金流量净额3,486,751,492.84元",annual_000938_2025,2025年年度报告,199,合并财务报表主要项目注释（续）,1,1.00,auto
relation_1214939d3c672a3b,Company,紫光股份,HAS_PRODUCT,Product,H3C UniPoD S80000超节点,H3C UniPoD S80000 超节点产品，大幅提升通信效率和模型算力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_1437ecc86ae23790,Company,紫光股份,USES_TECHNOLOGY,Technology,液冷散热,关键部件实现液冷散热,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_149956f12dcf909b,Company,紫光股份,HAS_METRIC,Metric,营业收入,"营业收入（元）2025年96,748,339,344.03",annual_000938_2025,2025年年度报告,9,□是 √否,1,1.00,auto
relation_154ca23f7ee7f7cd,Company,紫光股份,HAS_METRIC,Metric,净利润_2024,"净利润 1,982,277,033.02",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_1596e8971d2c23ad,Company,紫光股份,HAS_PRODUCT,Product,CAS虚拟化产品,完成 CAS 虚拟化产品升级版本发布,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_15a1c6a96ae4cfd6,Company,紫光股份,HAS_PRODUCT,Product,服务器,公司服务器、交换机、路由器、安全等产品中标包括中国移动、中国电信、中国联通、中国铁塔在内的多个集采项目。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_15af342417780dcc,Company,紫光股份,HAS_METRIC,Metric,IT产品分销与供应链服务收入占比,IT产品分销与供应链服务占营业收入比重：26.42%。,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_16a92de914eae0b6,Company,紫光股份,BELONGS_TO_CHAIN,IndustryChain,AI算力产业链,公司作为数字化及AI解决方案领导者，为人工智能...提供...产品,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.90,auto
relation_177a0320be0e95ae,Company,紫光股份,HAS_PRODUCT,Product,灵犀使能平台,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_178c307c6a74a5e8,Company,紫光股份,DISCLOSES_RISK,Risk,商誉减值风险,本集团对商誉进行减值测试...经测试认定本集团收购新华三产生的商誉资产未发生减值,annual_000938_2025,2025年年度报告,172,合并财务报表主要项目注释（续）,1,0.80,auto
relation_17f1ffaf0f76ccf7,Company,紫光股份,DISCLOSES_RISK,Risk,委托理财风险,"报告期内委托理财的余额为54,809.27万元，存在逾期未收回风险。",annual_000938_2025,2025年年度报告,80,单位：万元,1,0.90,auto
relation_189b5716c6958ffd,Company,紫光股份,HAS_METRIC,Metric,研发费用_2024,"研发费用2,415,370.08 8,990,983.65",annual_000938_2025,2025年年度报告,108,89 -减：营业外支出,1,1.00,auto
relation_18a80e58c43d5b95,Company,紫光股份,HAS_METRIC,Metric,经营活动产生的现金流量净额,"表格中经营活动产生的现金流量净额2025年3,486,751,492.84元",annual_000938_2025,2025年年度报告,28,单位：元,1,1.00,auto
relation_1a279d508c6d23a2,Company,紫光股份,HAS_PRODUCT,Product,数据中心交换机,中国数据中心交换机市场份额33.1%，排名第二,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,0.90,auto
relation_1af684c8114c4a41,Company,紫光股份,HAS_PRODUCT,Product,MegaBook 双系统平板,完成业内首发MegaBook 双系统平板产品发布,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_1b05c0013d6ca7ab,Company,紫光股份,HAS_PRODUCT,Product,数字化转型及智能化升级解决方案,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,annual_000938_2025,2025年年度报告,113,基本情况,1,1.00,auto
relation_1c1de2a2b001ed45,Company,紫光股份,SUPPORTED_BY_POLICY,Policy,质量回报双提升行动方案,公司制定了“质量回报双提升”行动方案，具体举措包括夯实主业优势、坚持技术创新等,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,1.00,auto
relation_1c4eef69833fcc0b,Company,紫光股份,SUPPORTED_BY_POLICY,Policy,内部研究开发支出会计政策,本集团将内部研究开发项目的支出，区分为研究阶段支出和开发阶段支出,annual_000938_2025,2025年年度报告,130,重要会计政策及会计估计（续）,1,0.90,auto
relation_1d771348163b1229,DemandDriver,市场需求,DRIVES,Workload,研发项目,研发项目的立项基础是根据市场的需求与技术研发的需求,annual_000938_2025,2025年年度报告,130,重要会计政策及会计估计（续）,1,0.80,auto
relation_1de82dff9c0cf231,Company,紫光股份,HAS_PRODUCT,Product,云计算,持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,annual_000938_2025,2025年年度报告,24,费用,1,0.90,auto
relation_1e78888defe14ad5,Company,紫光股份,HAS_PRODUCT,Product,防火墙AI 运维助手,公司防火墙AI 运维助手可提升防火墙在业务部署、故障诊断和知识问答等方面的智能化水平,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_1fef76f85a355a3e,Company,紫光股份,HAS_PRODUCT,Product,芯模社区,以芯模社区为平台,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.90,auto
relation_20bcff1e2b513d1a,Company,紫光股份,HAS_PRODUCT,Product,国芯超低时延交换机,公司发布了面向极速交易场景的新一代国芯超低时延交换机,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_21f55f1446dcfc5e,Company,紫光股份,HAS_PRODUCT,Product,DDC架构新一代无损网络解决方案,发布基于DDC（Diversity Dynamic-Connectivity，多元动态联接）架构的新一代无损网络解决方案,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_22196da75748806c,Company,紫光股份,BELONGS_TO_CHAIN,IndustryChain,算力产业链,公司坚持“算力×联接”战略，重视技术创新，构建了包括全栈智能的底层数字基础设施、中层云与智能平台、上层AI“训—推—用”使能平台在内的一体化AI赋能平台,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_2259fdd33b264307,Company,紫光股份,BENEFITS_FROM,Workload,大规模算力集群,与多家头部互联网客户持续推进大规模算力集群与超节点系统建设。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.80,auto
relation_22d5fbf110a274eb,Risk,宏观经济环境变化风险,CONSTRAINS,Company,紫光股份,若未来全球经济增长持续放缓或我国宏观经济出现短期波动、数字化建设投资放缓，可能对公司经营产生一定的影响,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.90,auto
relation_23436e520162633c,Company,紫光股份,HAS_PRODUCT,Product,金融智算整体解决方案,以金融智算整体解决方案、广域网解决方案等多方位解决方案为银行及券商客户打造数智化升级引擎。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_236c2b029477e7c2,Company,紫光股份,HAS_METRIC,Metric,研发费用_2025,"研发费用53 4,952,674,806.36",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_25e33a177b59ef6d,Company,紫光股份,HAS_METRIC,Metric,研发投入金额,"表格中2025年研发投入金额为4,952,674,806.36元，2024年为5,101,818,089.81元。",annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_26c2fcf7a6d2d97e,Company,紫光股份,HAS_PRODUCT,Product,ICT基础设施与服务,"分产品：ICT 基础设施与服务，2025年收入76,846,762,924.64元，占营业收入比重79.43%。",annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_2705c6fa69d7f3b4,Company,紫光股份,HAS_PRODUCT,Product,以太网交换机,中国以太网交换机市场份额34.5%，排名第二,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,0.90,auto
relation_28b064dc2ebdf92a,Company,紫光股份,HAS_METRIC,Metric,营业收入同比增长率,2025年度实现营业收入967.48亿元，同比增长22.43%,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,1.00,auto
relation_29705dba71a77927,Company,紫光股份,HAS_PRODUCT,Product,云计算产品,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,0.90,auto
relation_2be6447b77362279,Company,紫光股份,HAS_PRODUCT,Product,智能终端,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,annual_000938_2025,2025年年度报告,113,基本情况,1,1.00,auto
relation_2e2dc8afba035918,Company,紫光股份,HAS_METRIC,Metric,研发费用_2024,"2024年度研发费用合计5,101,818,089.81元",annual_000938_2025,2025年年度报告,191,合并财务报表主要项目注释（续）,1,1.00,auto
relation_31d3124671a3f2ca,Company,紫光股份,HAS_PRODUCT,Product,SD-WAN 智能路由器,推出新一代SD-WAN 智能路由器,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_31f69f2d8eecaa88,Company,紫光股份,HAS_PRODUCT,Product,智算解决方案,不断巩固和增强公司在全栈智算解决方案领域的领先优势,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.90,auto
relation_3406cb1a01e1cfbf,Company,紫光股份,HAS_PRODUCT,Product,数字化转型及智能化升级解决方案,作为数字化及AI解决方案领导者，公司提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,annual_000938_2025,2025年年度报告,8,注册变更情况,1,1.00,auto
relation_3446cbb07c0917e8,Company,紫光股份,HAS_METRIC,Metric,营业收入,"合计 65,889,803,802.79",annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,1.00,auto
relation_34ceb60b9e8dd3bf,Company,紫光股份,USES_TECHNOLOGY,Technology,全景运维地图,全景运维地图升级，实现多域统一可视、仿真验证,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,0.90,auto
relation_3514cb944a8e483a,Company,紫光股份,HAS_METRIC,Metric,经营活动产生的现金流量净额_2024,"表格中经营活动产生的现金流量净额2024年2,440,755,824.85元",annual_000938_2025,2025年年度报告,28,单位：元,1,1.00,auto
relation_3555c9ac60030e3c,Company,紫光股份,DISCLOSES_RISK,Risk,竞争加剧,也面临着竞争加剧与供应链波动等多重挑战,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.90,auto
relation_35a653f37203241f,Product,数据中心建造服务,UPSTREAM_OF,ValueChainSegment,数据中心建造,数据中心建造服务是数据中心建造环节的具体服务形式,annual_000938_2025,2025年年度报告,136,重要会计政策及会计估计（续）,1,0.80,auto
relation_3634f66841721a54,Company,紫光股份,BELONGS_TO_CHAIN,IndustryChain,AI算力产业链,公司将持续探索开辟智算业务新赛道,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.80,auto
relation_378bb7ec00dcee6e,Company,紫光股份,HAS_METRIC,Metric,研发费用_2025,"研发费用2,415,370.08 8,990,983.65",annual_000938_2025,2025年年度报告,108,89 -减：营业外支出,1,1.00,auto
relation_383087fb3dec307b,Company,紫光股份,HAS_EXPOSURE,ValueChainSegment,IP网络,提升IP网络市场份额；以业务感知与分析方案积极助力运营商IP网络流量经营分析能力建设。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_38e88e6a74d48c09,Company,紫光股份,HAS_PRODUCT,Product,灵犀Cube一体机,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_39977f0d7a028d19,Company,紫光股份,USES_TECHNOLOGY,Technology,算力调优技术,公司将重点构建并完善算力调优能力,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.80,auto
relation_39c5d2150a5139af,Company,紫光股份,USES_TECHNOLOGY,Technology,算力×联接,公司深化推进“算力×联接”战略,annual_000938_2025,2025年年度报告,16,主营业务分析,1,0.90,auto
relation_3a4f86a19a77574e,Company,紫光股份,HAS_PRODUCT,Product,灵犀智算解决方案,公司灵犀智算解决方案持续迭代，具备为客户提供算力调度及大模型落地的全栈能力,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_3aeeed6122fce468,Company,紫光股份,HAS_PRODUCT,Product,AI 安全系列智能体,AI 安全系列智能体覆盖安全运营、设备运维、高级威胁检测三大领域,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_3af7d495f4a5f658,Company,紫光股份,USES_TECHNOLOGY,Technology,800G以太网,与中国移动积极推动算力网络发展，共同完成业界首次800G以太网智算协同训练的现网技术试验。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_3c8f239d2a3ac098,Company,紫光股份,HAS_PRODUCT,Product,灵犀AI助手,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_3ce7a13d913b2827,Company,紫光股份,USES_TECHNOLOGY,Technology,灵犀使能平台,同上,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,0.90,auto
relation_3dc1ae7d1a4f2485,Company,紫光股份,USES_TECHNOLOGY,Technology,Scale-up整机柜技术,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_3dc555333c25a42f,Company,紫光股份,BELONGS_TO_CHAIN,IndustryChain,AI算力产业链,作为数字化及AI解决方案领导者，公司立足新一代信息通信领域，为客户提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,0.90,auto
relation_3eecff86e85f7370,Company,紫光股份,HAS_PRODUCT,Product,路由器,中国企业网路由器市场份额31.5%，排名第二,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,0.90,auto
relation_3f4a90aeef02f2d2,Company,紫光股份,DISCLOSES_RISK,Risk,非财务报告内部控制重大缺陷,定量标准：重大缺陷：潜在风险事件可能造成的直接财产损失金额8000 万元以上,annual_000938_2025,2025年年度报告,53,内部控制审计报告,1,1.00,auto
relation_40fa679c22ffd6fd,Company,紫光股份,HAS_PRODUCT,Product,存储,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,annual_000938_2025,2025年年度报告,113,基本情况,1,1.00,auto
relation_43c9db35d9e92b18,Company,紫光股份,HAS_PRODUCT,Product,智算安全解决方案,升级智算安全解决方案,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_464a9f05f8c3289c,Company,紫光股份,HAS_EXPOSURE,ValueChainSegment,智算市场,深挖智算市场商机；持续落地大中型智算中心建设项目，巩固智算市场优势地位。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_48d153c07a8a357b,Company,紫光股份,HAS_PRODUCT,Product,百业灵犀ICT大模型,公司百业灵犀ICT大模型,annual_000938_2025,2025年年度报告,16,主营业务分析,1,0.90,auto
relation_49adceba5c03d640,Company,紫光股份,DISCLOSES_RISK,Risk,经营风险,（3）经营风险,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.90,auto
relation_4a38bace00bf97b2,Company,紫光股份,HAS_PRODUCT,Product,H3C UniPoD S80000 超节点产品,推出H3C UniPoD S80000 超节点产品,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,0.90,auto
relation_4a8b124d5145b34c,Company,紫光股份,HAS_METRIC,Metric,毛利率,毛利率 14.59%,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_4b6db716c4f5fafd,Company,紫光股份,HAS_PRODUCT,Product,H3C绿洲平台,公司“H3C绿洲平台”入选教育部优秀解决方案,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,0.80,auto
relation_4b89de862af13629,Company,紫光股份,DISCLOSES_RISK,Risk,汇率波动风险,公司进行外汇套期保值业务会存在一定的风险：1、汇率波动风险：由于外汇市场存在各种影响汇率走势的复杂因素，不确定性较大，如未来汇率走势与公司判断的汇率波动方向发生大幅偏离，实际汇率将与公司外汇套期保值合约锁定汇率出现较大偏差，将给公司带来损失。,annual_000938_2025,2025年年度报告,32,√适用 □不适用,1,1.00,auto
relation_4bc78b5961524370,Company,紫光股份,DISCLOSES_RISK,Risk,财务报告内部控制一般缺陷,定量标准：营业收入潜在错报：一般缺陷：错报≤营业收入总额的0.5%；利润总额潜在错报：一般缺陷：错报≤利润总额的5%；资产总额潜在错报：一般缺陷：错报≤资产总额的0.5%；所有者权益潜在错报：一般缺陷：错报≤所有者权益总额的1.5%,annual_000938_2025,2025年年度报告,53,内部控制审计报告,1,1.00,auto
relation_4c3f241a0da5a3d5,Product,图灵小镇,ENABLES,IndustryConcept,智算业务,在“图灵小镇”不断扩大建设数量及运营规模的同时,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.80,auto
relation_4c66d076a5ed3f64,Company,紫光股份,HAS_PRODUCT,Product,云集群智算数据中心交换机增强项目,推出新一代DDC2产品,annual_000938_2025,2025年年度报告,25,费用,1,1.00,auto
relation_4d2c5cd9dcf0997f,Company,紫光股份,HAS_METRIC,Metric,研发费用_2025,"2025年度研发费用合计4,952,674,806.36元",annual_000938_2025,2025年年度报告,191,合并财务报表主要项目注释（续）,1,1.00,auto
relation_4dc11edb7fd47ef7,Company,紫光股份,HAS_PRODUCT,Product,互联网信息技术产品,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,0.90,auto
relation_4ea0331acb056bbe,Company,紫光股份,HAS_PRODUCT,Product,云操作系统,主要产品及服务包括：4、云与智能：云操作系统、虚拟化平台、超融合产品、大数据平台、数据库等；,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,1.00,auto
relation_4ea3fb7ca67f9f1d,Company,紫光股份,HAS_PRODUCT,Product,安全,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,annual_000938_2025,2025年年度报告,113,基本情况,1,1.00,auto
relation_5195f78a9a8d4a79,Company,紫光股份,SUPPORTED_BY_POLICY,Policy,乡村全面振兴规划（2024—2027年）,中共中央、国务院印发了《乡村全面振兴规划（2024—2027 年）》...公司积极响应国家乡村振兴战略号召,annual_000938_2025,2025年年度报告,55,巩固拓展脱贫攻坚成果、乡村振兴的情况,1,0.90,auto
relation_52be7896df50f3e7,Company,紫光股份,HAS_PRODUCT,Product,海外子品牌Aolynk,报告期内，公司推出海外子品牌Aolynk，专注为全球中小企业提供一站式数字化赋能。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_52fe97fe2a42489a,Company,紫光股份,USES_TECHNOLOGY,Technology,人工智能,公司将AI技术广泛融入产品和解决方案中，持续推动产品智能化升级,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_54523f20302bb38b,Company,紫光股份,USES_TECHNOLOGY,Technology,芯模联动,重点聚焦“芯模联动”(芯片研发与算法模型深度协同)战略,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.90,auto
relation_54f52abe20956cb1,Company,紫光股份,USES_TECHNOLOGY,Technology,静态故障检测+秒级自愈,静态故障检测+秒级自愈，保障网络稳定可靠,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,0.90,auto
relation_54f91a740c15d562,Company,紫光股份,SUPPORTED_BY_POLICY,Policy,上市公司监管指引第10号——市值管理,根据《上市公司监管指引第10号——市值管理》等规定，公司制定了《市值管理制度》,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,1.00,auto
relation_55bf1b6fd90be97f,Company,紫光股份,HAS_PRODUCT,Product,服务器,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,0.90,auto
relation_55f1818d202f9389,Company,紫光股份,HAS_METRIC,Metric,研发投入资本化的金额,表格中2025年和2024年研发投入资本化的金额均为--。,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_562e50b3cfacef26,Company,紫光股份,HAS_PRODUCT,Product,灵犀智算方案V5.0,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_5644518dcbefb922,Company,紫光股份,DISCLOSES_RISK,Risk,供应链波动,也面临着竞争加剧与供应链波动等多重挑战,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.90,auto
relation_568ee7a4e15cfc37,Company,紫光股份,HAS_METRIC,Metric,国内收入,"国内收入：2025年92,037,811,596.19元，占营业收入比重95.13%。",annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_57d57c07f61b8b26,Company,紫光股份,HAS_METRIC,Metric,营业成本_2025,"减：营业成本49 82,631,846,618.39",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_57d88c8816b1560c,Company,紫光股份,HAS_PRODUCT,Product,人工智能,持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,annual_000938_2025,2025年年度报告,24,费用,1,0.90,auto
