evidence_id,claim_id,source_report_id,source_title,page,section,source_tier,text,as_of_date,quality
evidence_1f518d20100583ce,claim_358e971d2878e5a9,annual_000938_2025,2025年年度报告,25,费用,1,完成高密400GE框式和盒式交换机发布,2025,medium
evidence_6a06690e6aca67b7,claim_ef10e0987f9a926e,annual_000938_2025,2025年年度报告,25,费用,1,完成高密400GE框式和盒式交换机发布,2025,medium
evidence_3716813d22582e66,claim_8af38d7e82dc98d6,annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,"合计65,889,803,802.79 23,721,239,458.45 87,985,663.22 (7,067,182,306.07) 82,631,846,618.39",2025,high
evidence_f79414241f0723b8,claim_8afdf341280b6c2e,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司发布多款全场景Wi-Fi 7 新产品,2025,medium
evidence_f471cb6d6fe38135,claim_629bec7296ecdefd,annual_000938_2025,2025年年度报告,37,报告期内接待调研、沟通、采访等活动,1,随着公司经营规模的不断扩大，人员成本、房租、物流等各项经营成本及费用可能随之上涨，进而压缩公司的利润空间，对公司整体利润的提升产生不利影响。,2025,high
evidence_d6ea17a3b3f578d8,claim_82cf22506d55d3ff,annual_000938_2025,2025年年度报告,100,营业收入,1,"研发费用53 5,101,818,089.81",2025,medium
evidence_a03582fde1eea08d,claim_645243006dfa1828,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,率先发布第一款矿用本安Wi-Fi 7 产品,2025,medium
evidence_d3d262d5b5b691a7,claim_748ff1a5a05785bd,annual_000938_2025,2025年年度报告,199,合并财务报表主要项目注释（续）,1,"2025年经营活动产生的现金流量净额3,486,751,492.84元",2025,high
evidence_2d2f369546dea4a4,claim_d43ac4f93bc1463a,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,H3C UniPoD S80000 超节点产品，大幅提升通信效率和模型算力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持,2025,high
evidence_d5e1adbace207dc5,claim_d6bdfa51efa89be5,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,H3C UniPoD S80000 超节点产品，大幅提升通信效率和模型算力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持,2025,high
evidence_2a0fc664f3e167f5,claim_f7b4f838c774d2e0,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,关键部件实现液冷散热,2025,medium
evidence_86dadddedc30a379,claim_3ea85d2531a51867,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,关键部件实现液冷散热,2025,medium
evidence_d4588eb9ede8e3c7,claim_f823104dd82e6ab2,annual_000938_2025,2025年年度报告,9,□是 √否,1,"营业收入（元）2025年96,748,339,344.03",2025,medium
evidence_49ba05da9a6c2a54,claim_c6f3a68f14d8593d,annual_000938_2025,2025年年度报告,100,营业收入,1,"净利润 1,982,277,033.02",2025,medium
evidence_0b79d6c0781a4cac,claim_b76ac700cace816f,annual_000938_2025,2025年年度报告,26,费用,1,完成 CAS 虚拟化产品升级版本发布,2025,medium
evidence_6aa38021d445355e,claim_f93c1a1cced68d8d,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,公司服务器、交换机、路由器、安全等产品中标包括中国移动、中国电信、中国联通、中国铁塔在内的多个集采项目。,2025,high
evidence_0253ed8461418842,claim_cc11a72dcfa34aaf,annual_000938_2025,2025年年度报告,20,单位：元,1,IT产品分销与供应链服务占营业收入比重：26.42%。,2025,medium
evidence_1e9bb081ce48f5f6,claim_356a9efca2db3373,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,公司作为数字化及AI解决方案领导者，为人工智能...提供...产品,2025,high
evidence_da729a569eaea67f,claim_6db91fe410e0225c,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,2025,high
evidence_612b3a5a001f005a,claim_c9649fdc60d4a333,annual_000938_2025,2025年年度报告,172,合并财务报表主要项目注释（续）,1,本集团对商誉进行减值测试...经测试认定本集团收购新华三产生的商誉资产未发生减值,2025,high
evidence_07b5136466254acb,claim_10268372747b4434,annual_000938_2025,2025年年度报告,80,单位：万元,1,"报告期内委托理财的余额为54,809.27万元，存在逾期未收回风险。",2025,high
evidence_e13df2c2b93533a3,claim_7fe7cd33049a554c,annual_000938_2025,2025年年度报告,108,89 -减：营业外支出,1,"研发费用2,415,370.08 8,990,983.65",2025,medium
evidence_479da010923e2b74,claim_dced247484972cce,annual_000938_2025,2025年年度报告,28,单位：元,1,"表格中经营活动产生的现金流量净额2025年3,486,751,492.84元",2025,high
evidence_1cc4142483f4a173,claim_f64de6cbd3434dcc,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,中国数据中心交换机市场份额33.1%，排名第二,2025,medium
evidence_e16452cdae3428ea,claim_f44beeb8f081cfa9,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,中国数据中心交换机市场份额33.1%，排名第二,2025,medium
evidence_864989142daa952a,claim_ac4d35305cbacf60,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,完成业内首发MegaBook 双系统平板产品发布,2025,medium
evidence_efa6577d7dfc70c0,claim_d907fd076658ebc2,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,2025,high
evidence_3b615a4d547d6a0e,claim_1e96b2b1d9e273be,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,公司制定了“质量回报双提升”行动方案，具体举措包括夯实主业优势、坚持技术创新等,2025,high
evidence_60af2878a2b9bb6e,claim_a1f0a6584503e682,annual_000938_2025,2025年年度报告,130,重要会计政策及会计估计（续）,1,本集团将内部研究开发项目的支出，区分为研究阶段支出和开发阶段支出,2025,high
evidence_20afb03a074f87b8,claim_faf8bbdb9b1a3c82,annual_000938_2025,2025年年度报告,24,费用,1,持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,2025,high
evidence_868b43c7690f7b55,claim_f83d72017735e5e2,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司防火墙AI 运维助手可提升防火墙在业务部署、故障诊断和知识问答等方面的智能化水平,2025,high
evidence_99f51961f37e9ab9,claim_eb2a4948c332d836,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,以芯模社区为平台,2025,medium
evidence_5ccdef7b55e6d31d,claim_60dab9bde6c5f01d,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司发布了面向极速交易场景的新一代国芯超低时延交换机,2025,medium
evidence_da68b915dbb2af98,claim_19a9afb7adb8d603,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司发布了面向极速交易场景的新一代国芯超低时延交换机,2025,medium
evidence_7fa3c03c46191b5e,claim_e8e1b19d47399ab3,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,发布基于DDC（Diversity Dynamic-Connectivity，多元动态联接）架构的新一代无损网络解决方案,2025,high
evidence_f5310a71883de00c,claim_00d13e3b37232513,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,发布基于DDC（Diversity Dynamic-Connectivity，多元动态联接）架构的新一代无损网络解决方案,2025,high
evidence_87809f2dc3abd232,claim_915d216f03cb4341,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司坚持“算力×联接”战略，重视技术创新，构建了包括全栈智能的底层数字基础设施、中层云与智能平台、上层AI“训—推—用”使能平台在内的一体化AI赋能平台,2025,high
evidence_4514867497a5f3a5,claim_c452213166251cce,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,与多家头部互联网客户持续推进大规模算力集群与超节点系统建设。,2025,high
evidence_42d3975236d91dac,claim_a33b1a9dd4409985,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,若未来全球经济增长持续放缓或我国宏观经济出现短期波动、数字化建设投资放缓，可能对公司经营产生一定的影响,2025,high
evidence_59a1207f59108525,claim_a3e7461db9b29584,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,以金融智算整体解决方案、广域网解决方案等多方位解决方案为银行及券商客户打造数智化升级引擎。,2025,high
evidence_ab87af9d80bd461a,claim_4dcad95b3d50a2c1,annual_000938_2025,2025年年度报告,100,营业收入,1,"研发费用53 4,952,674,806.36",2025,medium
evidence_7a87a9c850a2bcea,claim_58a08d39cb363cde,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,"表格中2025年研发投入金额为4,952,674,806.36元，2024年为5,101,818,089.81元。",2025,high
evidence_85a365670cae1047,claim_c699492f19b8938a,annual_000938_2025,2025年年度报告,20,单位：元,1,"分产品：ICT 基础设施与服务，2025年收入76,846,762,924.64元，占营业收入比重79.43%。",2025,high
evidence_56ecc799cc68c787,claim_f9f8740111fa32d6,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,中国以太网交换机市场份额34.5%，排名第二,2025,medium
evidence_e9bd3aecb1148150,claim_08cb9a2d03c1811b,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,2025年度实现营业收入967.48亿元，同比增长22.43%,2025,high
evidence_922948231a6bf9f7,claim_ccfe8ab25ada85ba,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,2025,high
evidence_a9ac9156496764ef,claim_d4cc9f7e8e60b7c5,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,2025,high
evidence_7502752c8330bf1a,claim_ad7cba9cdd19c2ac,annual_000938_2025,2025年年度报告,191,合并财务报表主要项目注释（续）,1,"2024年度研发费用合计5,101,818,089.81元",2025,medium
evidence_c870d2e5b42de9d4,claim_f73c7e6d50667ace,annual_000938_2025,2025年年度报告,18,核心竞争力,1,推出新一代SD-WAN 智能路由器,2025,medium
evidence_c8f604e3c2efa2a6,claim_c3452206efabb2e3,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,不断巩固和增强公司在全栈智算解决方案领域的领先优势,2025,medium
evidence_989d0acdb73a2b71,claim_6e2edf0f600289ed,annual_000938_2025,2025年年度报告,8,注册变更情况,1,作为数字化及AI解决方案领导者，公司提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,2025,high
evidence_764bd751dc89bf7a,claim_b35b910bf9c64920,annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,"合计 65,889,803,802.79",2025,medium
evidence_ff61fad9c146a662,claim_1099137886eb4629,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,全景运维地图升级，实现多域统一可视、仿真验证,2025,medium
evidence_5bf8c37e0a07d4b5,claim_be932bdab7386eba,annual_000938_2025,2025年年度报告,28,单位：元,1,"表格中经营活动产生的现金流量净额2024年2,440,755,824.85元",2025,high
evidence_fab4051e0f7ddd36,claim_2d5ca4048f58a4e3,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,也面临着竞争加剧与供应链波动等多重挑战,2025,medium
evidence_6c4cb6be2323f544,claim_f4b91fb8b8c459f4,annual_000938_2025,2025年年度报告,136,重要会计政策及会计估计（续）,1,数据中心建造服务是数据中心建造环节的具体服务形式,2025,medium
evidence_203b90facec89821,claim_247007d4db2a87e7,annual_000938_2025,2025年年度报告,136,重要会计政策及会计估计（续）,1,数据中心建造服务是数据中心建造环节的具体服务形式,2025,medium
evidence_65d684c92c8f2181,claim_b329ed227ba9f45d,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,公司将持续探索开辟智算业务新赛道,2025,medium
evidence_1b21b0e20d7da023,claim_20d2225cc92878ff,annual_000938_2025,2025年年度报告,108,89 -减：营业外支出,1,"研发费用2,415,370.08 8,990,983.65",2025,medium
evidence_bb253d50ca96acfa,claim_c5972132c5285396,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,提升IP网络市场份额；以业务感知与分析方案积极助力运营商IP网络流量经营分析能力建设。,2025,high
evidence_9d9f5332e75e1279,claim_c23e025e48a554b7,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,2025,high
evidence_9d2ba22c242a9c7a,claim_bf15c5ae3da421bc,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,公司将重点构建并完善算力调优能力,2025,medium
evidence_a50e54aaa40f220e,claim_5cf67c7591dc431b,annual_000938_2025,2025年年度报告,16,主营业务分析,1,公司深化推进“算力×联接”战略,2025,medium
evidence_e2f865f517714fd3,claim_79007aebd67c04e7,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司灵犀智算解决方案持续迭代，具备为客户提供算力调度及大模型落地的全栈能力,2025,high
evidence_0b8f3dfabf6b20f3,claim_c14b9a80d9854123,annual_000938_2025,2025年年度报告,18,核心竞争力,1,AI 安全系列智能体覆盖安全运营、设备运维、高级威胁检测三大领域,2025,high
evidence_9891cb22e08ad58c,claim_039b4e73155c6e71,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,与中国移动积极推动算力网络发展，共同完成业界首次800G以太网智算协同训练的现网技术试验。,2025,high
evidence_6ad2a6f352050d82,claim_9864bc202baa0719,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,与中国移动积极推动算力网络发展，共同完成业界首次800G以太网智算协同训练的现网技术试验。,2025,high
evidence_453b1b1ecd0de14e,claim_90dab156594aa3d9,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,2025,high
evidence_89b4eb4ab3c75fd1,claim_962ef56b9bd56f44,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,同上,2025,medium
evidence_10d3b064f2774608,claim_984fcfa5df35f10d,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,2025,high
evidence_2f0b5802d31e9264,claim_6d38ddeb63effea9,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,2025,high
evidence_93c03fe859928c5a,claim_47b133abe8ede0f3,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,2025,high
evidence_924354e0285383cd,claim_3e6a9d1b4cc665a8,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,作为数字化及AI解决方案领导者，公司立足新一代信息通信领域，为客户提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,2025,high
evidence_e645ff60e4b0cd0e,claim_5cc5afba0dea8d15,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,中国企业网路由器市场份额31.5%，排名第二,2025,medium
evidence_d45c2c134587b7b4,claim_26b3a0240328a1a7,annual_000938_2025,2025年年度报告,53,内部控制审计报告,1,定量标准：重大缺陷：潜在风险事件可能造成的直接财产损失金额8000 万元以上,2025,high
evidence_615cd0b98847db50,claim_65d890dec3367866,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,2025,high
evidence_736571ef5891c487,claim_4a013ddeefecbc69,annual_000938_2025,2025年年度报告,18,核心竞争力,1,升级智算安全解决方案,2025,medium
evidence_fb43b728ed2baa05,claim_4d47149dadd09dd1,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,深挖智算市场商机；持续落地大中型智算中心建设项目，巩固智算市场优势地位。,2025,high
evidence_3c3fe2e48bf5e3d9,claim_c466aa14ecb9aa97,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,深挖智算市场商机；持续落地大中型智算中心建设项目，巩固智算市场优势地位。,2025,high
evidence_0801182d9f104b51,claim_e233d77d5d4f2083,annual_000938_2025,2025年年度报告,16,主营业务分析,1,公司百业灵犀ICT大模型,2025,medium
evidence_01f4edc38dc84dea,claim_7dab13f58619da41,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,（3）经营风险,2025,medium
evidence_20b76d7446f39313,claim_9587da5b932c8d3d,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,推出H3C UniPoD S80000 超节点产品,2025,medium
evidence_70ddb18fb7ea6b4d,claim_d409bf107fd9b929,annual_000938_2025,2025年年度报告,20,单位：元,1,毛利率 14.59%,2025,medium
evidence_c761d881234bfb9c,claim_10044f1e69c620a1,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,公司“H3C绿洲平台”入选教育部优秀解决方案,2025,medium
evidence_cd8d074cd2b74124,claim_175b941e60423467,annual_000938_2025,2025年年度报告,32,√适用 □不适用,1,公司进行外汇套期保值业务会存在一定的风险：1、汇率波动风险：由于外汇市场存在各种影响汇率走势的复杂因素，不确定性较大，如未来汇率走势与公司判断的汇率波动方向发生大幅偏离，实际汇率将与公司外汇套期保值合约锁定汇率出现较大偏差，将给公司带来损失。,2025,high
evidence_cd7736327ac3cbca,claim_a86d06b3e328aadb,annual_000938_2025,2025年年度报告,53,内部控制审计报告,1,定量标准：营业收入潜在错报：一般缺陷：错报≤营业收入总额的0.5%；利润总额潜在错报：一般缺陷：错报≤利润总额的5%；资产总额潜在错报：一般缺陷：错报≤资产总额的0.5%；所有者权益潜在错报：一般缺陷：错报≤所有者权益总额的1.5%,2025,high
evidence_0cce369bcd7426b2,claim_2a6ef71eb305a6b3,annual_000938_2025,2025年年度报告,25,费用,1,推出新一代DDC2产品,2025,medium
evidence_29cee1ffa8c30a13,claim_17a82cae48cd84f0,annual_000938_2025,2025年年度报告,25,费用,1,推出新一代DDC2产品,2025,medium
evidence_0870b626e9769da5,claim_3518b9ec81924325,annual_000938_2025,2025年年度报告,191,合并财务报表主要项目注释（续）,1,"2025年度研发费用合计4,952,674,806.36元",2025,medium
evidence_1425a1b8562238b1,claim_91c20950faf2903c,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,2025,high
evidence_564b08a253c02a5e,claim_606a7d5a8d3ef627,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：4、云与智能：云操作系统、虚拟化平台、超融合产品、大数据平台、数据库等；,2025,high
evidence_c8d0940c1545d007,claim_722e2e40ddd53186,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,2025,high
evidence_6b0130645339b0c5,claim_8461094d7a07d3db,annual_000938_2025,2025年年度报告,55,巩固拓展脱贫攻坚成果、乡村振兴的情况,1,中共中央、国务院印发了《乡村全面振兴规划（2024—2027 年）》...公司积极响应国家乡村振兴战略号召,2025,high
evidence_57e57a5b999403fb,claim_13d5d1d404ba4391,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,报告期内，公司推出海外子品牌Aolynk，专注为全球中小企业提供一站式数字化赋能。,2025,high
evidence_09c93cc1ee12c69d,claim_eecc7a4d0bb887e2,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司将AI技术广泛融入产品和解决方案中，持续推动产品智能化升级,2025,high
evidence_dd865d3843492df3,claim_99542b3d28300d01,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,重点聚焦“芯模联动”(芯片研发与算法模型深度协同)战略,2025,medium
evidence_b75ebe75fd15d46d,claim_b5a657503bee3645,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,静态故障检测+秒级自愈，保障网络稳定可靠,2025,medium
evidence_359a88886dafbab4,claim_4c411ca88ebc0343,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,根据《上市公司监管指引第10号——市值管理》等规定，公司制定了《市值管理制度》,2025,high
evidence_43d3dc87df2174b0,claim_f662d4046e35d96b,annual_000938_2025,2025年年度报告,34,公司控制的结构化主体情况,1,新华三集团主要业务包括网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,2025,high
evidence_c7bf01405b5c792c,claim_36be301be45c74dd,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,表格中2025年和2024年研发投入资本化的金额均为--。,2025,medium
evidence_cddb3ab5e576a8ff,claim_fec12c43404f8bf4,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,2025,high
evidence_ed494454f6169d17,claim_85f1707c36e3e49e,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,2025,high
evidence_d03ab0362af79eaf,claim_e633e50e671a1090,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,2025,high
evidence_fb4b17afa4f2cf00,claim_f9f3902b04dc5f60,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,也面临着竞争加剧与供应链波动等多重挑战,2025,medium
evidence_e5a895cb773c9ac3,claim_82e37c3fe5f63925,annual_000938_2025,2025年年度报告,20,单位：元,1,"国内收入：2025年92,037,811,596.19元，占营业收入比重95.13%。",2025,high
evidence_8b175ab32a58300b,claim_ae011869e17543ad,annual_000938_2025,2025年年度报告,100,营业收入,1,"减：营业成本49 82,631,846,618.39",2025,medium
evidence_56bfae942242a20b,claim_0e917becb12d15d6,annual_000938_2025,2025年年度报告,24,费用,1,持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,2025,high
evidence_2a076af4a57c2a19,claim_55160b947ae8148d,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代R5500系列服务器发布,2025,medium
evidence_a7bbd1c7b068f53e,claim_0b67c497c44cce1b,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代R5500系列服务器发布,2025,medium
