relation_id,head_type,head_name,relation,tail_type,tail_name,evidence,source_report_id,source_title,page,section,source_tier,confidence,review_status
relation_0748996fe5ce31a3,Company,紫光股份,HAS_METRIC,Metric,营业成本比上年同期增减,营业成本比上年同期增减 26.58%,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_074cb34e305ff3aa,Metric,财务费用同比增减,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,24,单位：元,1,1.00,auto
relation_074f19cb71e3f793,Company,紫光股份,USES_TECHNOLOGY,Technology,AI in ALL,致力于成为以“AI in ALL”为核心的全球化云网边端解决方案服务商,annual_000938_2025,2025年年度报告,36,资金需求及使用计划,1,0.90,auto
relation_07a6141b0acf3ea2,Company,苏州美璟数码科技有限公司,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,145,税项,1,1.00,auto
relation_07bab5a24e1ff789,Company,紫光股份,HAS_EXPOSURE,IndustryConcept,数字化及AI解决方案,作为数字化及AI解决方案领导者，公司提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,annual_000938_2025,2025年年度报告,8,注册变更情况,1,1.00,auto
relation_07e2374dad872aaa,Workload,金融智算,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,1.00,auto
relation_07e37a153529547a,Metric,IT产品分销与供应链服务成本,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,21,单位：元,1,1.00,auto
relation_082f01dea651dc5a,Company,紫光股份,HAS_METRIC,Metric,归属于上市公司股东的净利润,公司实现归属于上市公司股东的净利润16.86亿元,annual_000938_2025,2025年年度报告,16,主营业务分析,1,1.00,auto
relation_086580887085677a,Company,共青城新紫华三投资合伙企业（有限合伙）,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,34,√适用 □不适用,1,1.00,auto
relation_086de0df604300d0,Metric,在建工程账面余额,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,168,合并财务报表主要项目注释（续）,1,1.00,auto
relation_08be1437a8acd41e,Company,紫光股份,HAS_METRIC,Metric,研发人员数量,"2025年研发人员数量6,159人",annual_000938_2025,2025年年度报告,27,公司研发人员情况,1,1.00,auto
relation_08eea440df807c66,Metric,ICT基础设施与服务营业收入比上年同期增减,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_08f0fdcb87530f47,Company,紫光股份,USES_TECHNOLOGY,Technology,智算技术,公司将持续深化智算技术创新，进行产品迭代升级,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.80,auto
relation_097216c0993c32ab,Metric,毛利率比上年同期增减,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_097c0b2b0c28fab5,Metric,主营业务成本_2024,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,188,合并财务报表主要项目注释（续）,1,1.00,auto
relation_099a4a8ec0d71763,Company,紫光股份,HAS_METRIC,Metric,销售商品收入,"销售商品 62,402,688,849.91",annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0a5320e0401a85fe,Bottleneck,大模型行业落地中私域数据使用难题,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_0a962ae1439459d3,Metric,国际业务营业收入,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,16,主营业务分析,1,1.00,auto
relation_0ac76814f6660304,Metric,预计负债合计,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,185,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0af8f2b57ed44d2c,Company,紫光股份,HAS_PRODUCT,Product,数据中心控制器7.4版本,完成数据中心控制器 7.4 版本发布,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_0b103375a34ae782,Company,新华三集团有限公司,HAS_PRODUCT,Product,安全产品,被投资企业的主营业务：网络产品、服务器、存储产品、安全产品、云计算产品、互联网信息技术产品的研发、生产、销售等,annual_000938_2025,2025年年度报告,69,√适用 □不适用,1,1.00,auto
relation_0b572b0b40bc9456,Company,紫光股份,HAS_EXPOSURE,IndustryConcept,AI,作为数字化及AI解决方案提供者,annual_000938_2025,2025年年度报告,113,基本情况,1,1.00,auto
relation_0c06028eb6f780b5,Technology,BRAS大二层,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_0c3281adac13b892,Company,紫光股份,HAS_PRODUCT,Product,自主可控大容量交换机项目,完成高密400GE框式和盒式交换机发布,annual_000938_2025,2025年年度报告,25,费用,1,1.00,auto
relation_0c3bd5873dd8a4cb,IndustryConcept,边缘云,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,1.00,auto
relation_0c75bac0d15dc128,Metric,管理费用_2025,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,24,单位：元,1,1.00,auto
relation_0dc7c872817f303a,Company,紫光股份,USES_TECHNOLOGY,Technology,边缘计算,提供云计算、大数据、人工智能、工业互联网、信息安全、智能联接、边缘计算、统一运维等在内的一站式数字化解决方案,annual_000938_2025,2025年年度报告,172,合并财务报表主要项目注释（续）,1,0.90,auto
relation_0ddb4317ed1e4df9,Company,新华三云计算技术有限公司,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,145,税项,1,1.00,auto
relation_0de79be52ca12e86,Company,北京紫光卓越数码科技有限公司,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,145,税项,1,1.00,auto
relation_0de9fb1c43712564,Company,紫光股份,HAS_METRIC,Metric,营业收入,"合计65,889,803,802.79 23,721,239,458.45 87,985,663.22 (7,067,182,306.07) 82,631,846,618.39",annual_000938_2025,2025年年度报告,189,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0e022fb90f48de67,Metric,预测期毛利率,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,174,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0e1ae6dabfcc1b87,Company,紫光国芯微电子股份有限公司,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,87,最终控制层面持股情况,1,1.00,auto
relation_0e6531165b83c569,Company,紫光股份,HAS_PRODUCT,Product,Wi-Fi 7 新产品,公司发布多款全场景Wi-Fi 7 新产品,annual_000938_2025,2025年年度报告,18,核心竞争力,1,0.90,auto
relation_0ebee176007a0a6e,Product,大模型一体机产品,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,25,费用,1,1.00,auto
relation_0ecdc533ed474436,Technology,Wi-Fi 7,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,5,释义,1,1.00,auto
relation_0ede2f0d02d7e4d5,Metric,杠杆率,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,183,合并财务报表主要项目注释（续）,1,1.00,auto
relation_0f13fc7f3acd6d5c,Company,紫光股份,HAS_METRIC,Metric,归属于上市公司股东的净资产,"归属于上市公司股东的净资产（元）2025年末14,746,558,737.20",annual_000938_2025,2025年年度报告,9,□是 √否,1,1.00,auto
relation_0f20d4306976d3ea,Product,分布式存储,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,1.00,auto
relation_0f6a6a0baa481b62,Product,算力调度管理平台,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,16,主营业务分析,1,1.00,auto
relation_0f899b240faabd14,Company,紫光股份,DISCLOSES_RISK,Risk,经营成本上升风险,随着公司经营规模的不断扩大，人员成本、房租、物流等各项经营成本及费用可能随之上涨，进而压缩公司的利润空间，对公司整体利润的提升产生不利影响。,annual_000938_2025,2025年年度报告,37,报告期内接待调研、沟通、采访等活动,1,0.90,auto
relation_0fa34691428af60c,Company,紫光股份,HAS_METRIC,Metric,研发费用_2024,"研发费用53 5,101,818,089.81",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_0fa5f595902e5b8d,Company,紫光股份,HAS_PRODUCT,Product,矿用本安Wi-Fi 7 产品,率先发布第一款矿用本安Wi-Fi 7 产品,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,0.90,auto
relation_0fad092c12ce03ce,Company,紫光股份,HAS_METRIC,Metric,管理费用_2025,"表格：2025年管理费用1,165,580,958.30元",annual_000938_2025,2025年年度报告,24,单位：元,1,1.00,auto
relation_0fff4bb1ab162a44,ValueChainSegment,智算云底座,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_102e725163b854ee,Metric,其他非流动负债合计,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,185,合并财务报表主要项目注释（续）,1,1.00,auto
relation_10a780f3920a2a21,Company,紫光股份,HAS_METRIC,Metric,IT产品分销与供应链服务成本2024,"2024年IT产品分销与供应链服务成本金额27,728,004,142.39元",annual_000938_2025,2025年年度报告,21,单位：元,1,1.00,auto
relation_10b216b96be0d863,Metric,其他非流动负债-长期押金,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,185,合并财务报表主要项目注释（续）,1,1.00,auto
relation_10d0059d5f9de074,Company,紫光股份,HAS_METRIC,Metric,税前折现率,所使用的税前折现率为12.80%,annual_000938_2025,2025年年度报告,172,合并财务报表主要项目注释（续）,1,1.00,auto
relation_10def4bb7743754e,Company,紫光股份,HAS_METRIC,Metric,本科学历员工数量,"表格中本科行对应数值10,245",annual_000938_2025,2025年年度报告,49,公司利润分配及资本公积金转增股本情况,1,1.00,auto
relation_10f725fc6bcdd129,Company,紫光股份,HAS_METRIC,Metric,硕士人数,"2025年硕士2,779人",annual_000938_2025,2025年年度报告,27,公司研发人员情况,1,1.00,auto
relation_11256678fc0a7235,Product,工控安全,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,1.00,auto
relation_115309c0ab7d45d3,Company,紫光股份,HAS_METRIC,Metric,发行在外普通股的加权平均数,"本公司发行在外普通股的加权平均数 2025年 2,860,079,874.00 股",annual_000938_2025,2025年年度报告,196,合并财务报表主要项目注释（续）,1,1.00,auto
relation_11e11964dd2ea5bb,Product,园区网控制器7.3版本,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_11ec193d8545a709,Company,紫光股份,HAS_METRIC,Metric,经营活动产生的现金流量净额,"2025年经营活动产生的现金流量净额3,486,751,492.84元",annual_000938_2025,2025年年度报告,199,合并财务报表主要项目注释（续）,1,1.00,auto
relation_12106eb66db85989,Metric,销售费用同比增减,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,24,单位：元,1,1.00,auto
relation_1214939d3c672a3b,Company,紫光股份,HAS_PRODUCT,Product,H3C UniPoD S80000超节点,H3C UniPoD S80000 超节点产品，大幅提升通信效率和模型算力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_1239667bb50a7bae,Metric,IT产品分销与供应链服务营业成本,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_129c3807c8f085a7,Metric,应付普通股现金股利_2025,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,187,合并财务报表主要项目注释（续）,1,1.00,auto
relation_132ffc00b0a9d1ca,Metric,IT产品分销与供应链服务成本2024,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,21,单位：元,1,1.00,auto
relation_1397e64bf79d1633,Company,紫光股份,HAS_METRIC,Metric,收到重要的投资活动有关的现金_2025,"2025年收到重要的投资活动有关的现金1,947,679,371.09元",annual_000938_2025,2025年年度报告,197,合并财务报表主要项目注释（续）,1,1.00,auto
relation_13ae184888831161,Company,紫光股份,HAS_METRIC,Metric,销售费用_2024,"表格：2024年销售费用4,144,253,287.93元",annual_000938_2025,2025年年度报告,24,单位：元,1,1.00,auto
relation_13c53aa3a36688f3,Metric,支付其他与经营活动有关的现金_2024,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,197,合并财务报表主要项目注释（续）,1,1.00,auto
relation_1427ac902132e3ee,Company,紫光股份,HAS_METRIC,Metric,投资活动现金流入小计,"表格中投资活动现金流入小计2025年2,441,674,396.86元",annual_000938_2025,2025年年度报告,28,单位：元,1,1.00,auto
relation_1437ecc86ae23790,Company,紫光股份,USES_TECHNOLOGY,Technology,液冷散热,关键部件实现液冷散热,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,0.90,auto
relation_14652d1b5520027b,Metric,ICT基础设施与服务成本,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,21,单位：元,1,1.00,auto
relation_149956f12dcf909b,Company,紫光股份,HAS_METRIC,Metric,营业收入,"营业收入（元）2025年96,748,339,344.03",annual_000938_2025,2025年年度报告,9,□是 √否,1,1.00,auto
relation_14bf81d778bf2767,Workload,数据中心大流量低时延转发,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_14ce7eecb0841c1b,Company,紫光股份,HAS_METRIC,Metric,投资活动产生的现金流量净额_2024,"表格中投资活动产生的现金流量净额2024年-358,306,841.57元",annual_000938_2025,2025年年度报告,28,单位：元,1,1.00,auto
relation_14f20d95d074831a,Workload,大规模算力集群,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,1.00,auto
relation_150de2cf2fb17c6c,DemandDriver,人工智能+,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,1.00,auto
relation_153fbd839e1a2fdc,Metric,存货账面价值,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,160,合并财务报表主要项目注释（续）,1,1.00,auto
relation_154ca23f7ee7f7cd,Company,紫光股份,HAS_METRIC,Metric,净利润_2024,"净利润 1,982,277,033.02",annual_000938_2025,2025年年度报告,100,营业收入,1,1.00,auto
relation_1585bd2335f1fdb2,Company,紫光股份,HAS_METRIC,Metric,支付重要的投资活动有关的现金_2024,"2024年支付重要的投资活动有关的现金2,618,739,688.24元",annual_000938_2025,2025年年度报告,197,合并财务报表主要项目注释（续）,1,1.00,auto
relation_1596e8971d2c23ad,Company,紫光股份,HAS_PRODUCT,Product,CAS虚拟化产品,完成 CAS 虚拟化产品升级版本发布,annual_000938_2025,2025年年度报告,26,费用,1,1.00,auto
relation_15a1c6a96ae4cfd6,Company,紫光股份,HAS_PRODUCT,Product,服务器,公司服务器、交换机、路由器、安全等产品中标包括中国移动、中国电信、中国联通、中国铁塔在内的多个集采项目。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,0.90,auto
relation_15af342417780dcc,Company,紫光股份,HAS_METRIC,Metric,IT产品分销与供应链服务收入占比,IT产品分销与供应链服务占营业收入比重：26.42%。,annual_000938_2025,2025年年度报告,20,单位：元,1,1.00,auto
relation_15d87392c4d90e96,Company,郑州紫光低空科技有限公司,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,34,√适用 □不适用,1,1.00,auto
relation_15fe3196aa950e00,Product,密码安全,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,1.00,auto
relation_1602a3f316ce4f5e,Technology,AI Infra,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,6,载有公司法定代表人、主管会计工作负责人、会计机构负责人签名并盖章的会计报表。,1,1.00,auto
relation_161b3d80db9d0470,Product,海外子品牌Aolynk,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,1.00,auto
relation_1637ce434569db16,Company,紫光股份,HAS_METRIC,Metric,稀释每股收益,稀释每股收益（元/股）2025年0.5893,annual_000938_2025,2025年年度报告,9,□是 √否,1,1.00,auto
relation_164ec9ad515d2b93,Metric,专利权使用寿命,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,130,重要会计政策及会计估计（续）,1,1.00,auto
relation_1695865d0cb9dc42,Policy,国务院《关于深入实施“人工智能+”行动的意见》,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,1.00,auto
relation_16a92de914eae0b6,Company,紫光股份,BELONGS_TO_CHAIN,IndustryChain,AI算力产业链,公司作为数字化及AI解决方案领导者，为人工智能...提供...产品,annual_000938_2025,2025年年度报告,35,公司未来发展的展望,1,0.90,auto
relation_1734bba3dce8663a,Product,智算云,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,1.00,auto
relation_177959c94737c463,Metric,采购量_2024,MENTIONED_IN,Report,annual_000938_2025,实体在报告《2025年年度报告》中被抽取。,annual_000938_2025,2025年年度报告,21,√是 □否,1,1.00,auto
relation_177a0320be0e95ae,Company,紫光股份,HAS_PRODUCT,Product,灵犀使能平台,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,0.90,auto
relation_178c307c6a74a5e8,Company,紫光股份,DISCLOSES_RISK,Risk,商誉减值风险,本集团对商誉进行减值测试...经测试认定本集团收购新华三产生的商誉资产未发生减值,annual_000938_2025,2025年年度报告,172,合并财务报表主要项目注释（续）,1,0.80,auto
relation_17f1ffaf0f76ccf7,Company,紫光股份,DISCLOSES_RISK,Risk,委托理财风险,"报告期内委托理财的余额为54,809.27万元，存在逾期未收回风险。",annual_000938_2025,2025年年度报告,80,单位：万元,1,0.90,auto
relation_1877a8e498ceee28,Company,紫光股份,HAS_METRIC,Metric,前五名供应商合计采购金额,"前五名供应商合计采购金额（元） 37,105,012,262.60",annual_000938_2025,2025年年度报告,23,公司主要供应商情况,1,1.00,auto
relation_189b5716c6958ffd,Company,紫光股份,HAS_METRIC,Metric,研发费用_2024,"研发费用2,415,370.08 8,990,983.65",annual_000938_2025,2025年年度报告,108,89 -减：营业外支出,1,1.00,auto
