claim_id,claim_type,topic,claim_text,companies,mechanism,direction,horizon,metric,value,unit,source_report_id,source_title,page,section,source_tier,evidence_span,confidence,as_of_date,exposure_level,review_status,reviewer_note,quality_flags,conflict_group_id
claim_e8e1b19d47399ab3,company_exposure,液冷,紫光股份 对 液冷 的公司敞口为 mentioned：拥有产品DDC架构新一代无损网络解决方案。证据：发布基于DDC（Diversity Dynamic-Connectivity，多元动态联接）架构的新一代无损网络解决方案,"[""紫光股份""]",紫光股份 在 液冷 的关系为拥有产品DDC架构新一代无损网络解决方案,neutral,,,,,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,发布基于DDC（Diversity Dynamic-Connectivity，多元动态联接）架构的新一代无损网络解决方案,0.90,2025,mentioned,auto,,,
claim_f7b4f838c774d2e0,company_exposure,液冷,紫光股份 对 液冷 的公司敞口为 indirect：涉及技术液冷散热。证据：关键部件实现液冷散热,"[""紫光股份""]",紫光股份 在 液冷 的关系为涉及技术液冷散热,neutral,,,,,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,关键部件实现液冷散热,0.90,2025,indirect,auto,,,
claim_fec12c43404f8bf4,company_exposure,液冷,紫光股份 对 液冷 的公司敞口为 mentioned：拥有产品灵犀智算方案V5.0。证据：公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,"[""紫光股份""]",紫光股份 在 液冷 的关系为拥有产品灵犀智算方案V5.0,neutral,,,5.0,,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,0.90,2025,mentioned,auto,,,
claim_1e0bb7065ee929e1,mechanism,液冷,"液冷 的技术机理：IRDS 2024 Executive Packaging Tutorial Part 1：The use of C4 technology enabled higher clock speeds and better thermal management, which were crucial for the performance demands of this high-end processor.",[],液冷 由 The use of C4 technology enabled higher clock speeds and better thermal manag... 驱动,positive,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,34,Flip Chip Technology,1,"The use of C4 technology enabled higher clock speeds and better thermal management, which were crucial for the performance demands of this high-end processor.",0.78,2024,,auto,,,
claim_d6ea5ea938722301,mechanism,液冷,"液冷 的技术机理：IRDS 2024 Executive Packaging Tutorial Part 1：Enhanced Thermal Management—The use of an interposer and the design of the CoWoS package can improve heat dissipation, which is essential for high-performance chips that generate significant amounts of heat.",[],液冷 由 Enhanced Thermal Management—The use of an interposer and the design of the Co... 驱动,positive,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,95,AI,1,"Enhanced Thermal Management—The use of an interposer and the design of the CoWoS package can improve heat dissipation, which is essential for high-performance chips that generate significant amounts of heat.",0.78,2024,,auto,,,
claim_96c53801fe8ebeff,mechanism,液冷,"液冷 的技术机理：UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem：The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",[],液冷 由 The mechanisms supported include discovery of chiplets and their conﬁguration... 驱动,positive,,,,,industry_tech_ucie_2_whitepaper_2024,UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem,2,,1,"The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",0.78,2024,,auto,,,
claim_fa00a2dc98773fc7,bottleneck,液冷,液冷 的约束或瓶颈：HIR 2023 Thermal：This power electronics power density increase to 100 kW/L represents a factor of 5 to 10 increase with respect to the state-of-the-art electric-drive vehicle power electronics.,[],液冷 受 This power electronics power density increase to 100 kW/L represents a factor... 约束,negative,,,,,industry_tech_hir_thermal_2023,HIR 2023 Thermal,9,5 Heterogeneous Integration for Harsh En,1,This power electronics power density increase to 100 kW/L represents a factor of 5 to 10 increase with respect to the state-of-the-art electric-drive vehicle power electronics.,0.78,2023,,auto,,,
claim_b7e38ef9cb05f511,bottleneck,液冷,"液冷 的约束或瓶颈：IRDS 2024 Executive Packaging Tutorial Part 1：The use of C4 technology enabled higher clock speeds and better thermal management, which were crucial for the performance demands of this high-end processor.",[],液冷 受 The use of C4 technology enabled higher clock speeds and better thermal manag... 约束,negative,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,34,Flip Chip Technology,1,"The use of C4 technology enabled higher clock speeds and better thermal management, which were crucial for the performance demands of this high-end processor.",0.78,2024,,auto,,,
claim_e6fafeeac3c9512a,bottleneck,液冷,"液冷 的约束或瓶颈：IRDS 2024 Executive Packaging Tutorial Part 1：3D Chips Stacking Thermal Management Stacking chips in integrated circuits, commonly known as 3D IC packaging, presents several thermal challenges.",[],"液冷 受 3D Chips Stacking Thermal Management Stacking chips in integrated circuits, c... 约束",negative,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,51,AI,1,"3D Chips Stacking Thermal Management Stacking chips in integrated circuits, commonly known as 3D IC packaging, presents several thermal challenges.",0.78,2024,,auto,,,
claim_4cb916206d4bc7b0,bottleneck,液冷,"液冷 的约束或瓶颈：IRDS 2024 Executive Packaging Tutorial Part 1：Effective thermal management is crucial in applications where ICs operate at high power levels or in compact, high-density environments.",[],液冷 受 Effective thermal management is crucial in applications where ICs operate at ... 约束,negative,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,78,AI,1,"Effective thermal management is crucial in applications where ICs operate at high power levels or in compact, high-density environments.",0.78,2024,,auto,,,
claim_d998895eddeed8e3,bottleneck,液冷,"液冷 的约束或瓶颈：IRDS 2024 Executive Packaging Tutorial Part 1：Enhanced Thermal Management—The use of an interposer and the design of the CoWoS package can improve heat dissipation, which is essential for high-performance chips that generate significant amounts of heat.",[],液冷 受 Enhanced Thermal Management—The use of an interposer and the design of the Co... 约束,negative,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,95,AI,1,"Enhanced Thermal Management—The use of an interposer and the design of the CoWoS package can improve heat dissipation, which is essential for high-performance chips that generate significant amounts of heat.",0.78,2024,,auto,,,
claim_173f07fdab9cec4a,bottleneck,液冷,"液冷 的约束或瓶颈：UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem：The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",[],液冷 受 The mechanisms supported include discovery of chiplets and their conﬁguration... 约束,negative,,,,,industry_tech_ucie_2_whitepaper_2024,UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem,2,,1,"The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",0.78,2024,,auto,,,
claim_4b2ad10c436ca5ab,indicator,液冷,液冷 的可跟踪指标：HIR 2023 Thermal：This power electronics power density increase to 100 kW/L represents a factor of 5 to 10 increase with respect to the state-of-the-art electric-drive vehicle power electronics.,[],液冷 可通过 This power electronics power density increase to 100 kW/L represents a factor... 跟踪,neutral,,power density,100 kW,kW,industry_tech_hir_thermal_2023,HIR 2023 Thermal,9,5 Heterogeneous Integration for Harsh En,1,This power electronics power density increase to 100 kW/L represents a factor of 5 to 10 increase with respect to the state-of-the-art electric-drive vehicle power electronics.,0.78,2023,,auto,,,
claim_1ea7cc2ac64c7643,supply_chain,液冷,"液冷 的产业传导：IRDS 2024 Executive Packaging Tutorial Part 1：3D Chips Stacking Thermal Management Stacking chips in integrated circuits, commonly known as 3D IC packaging, presents several thermal challenges.",[],"液冷 的产业链传导涉及 3D Chips Stacking Thermal Management Stacking chips in integrated circuits, c...",neutral,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,51,AI,1,"3D Chips Stacking Thermal Management Stacking chips in integrated circuits, commonly known as 3D IC packaging, presents several thermal challenges.",0.78,2024,,auto,,,
claim_b0c148adda26e320,trend,液冷,"液冷 的技术趋势：FlashAttention Fast and Memory-Efficient Exact Attention with IO-Awareness：Setup We measure runtime and memory usage of the attention computation with 8 heads of dimension 64, and batch size 16 on a machine with one A100 GPU with 40 GB of GPU HBM.",[],液冷 由 Setup We measure runtime and memory usage of the attention computation with 8... 驱动,neutral,,,,,industry_tech_flashattention_2022,FlashAttention Fast and Memory-Efficient Exact Attention with IO-Awareness,30,AI,2,"Setup We measure runtime and memory usage of the attention computation with 8 heads of dimension 64, and batch size 16 on a machine with one A100 GPU with 40 GB of GPU HBM.",0.70,2022,,auto,,,
claim_d8e76bd568d9219a,company_exposure,AI芯片,紫光股份 对 AI芯片 的公司敞口为 mentioned：拥有产品大模型一体机产品。证据：发布基于DeepSeek大模型一体机全系列产品,"[""紫光股份""]",紫光股份 在 AI芯片 的关系为拥有产品大模型一体机产品,neutral,,,,,annual_000938_2025,2025年年度报告,25,费用,1,发布基于DeepSeek大模型一体机全系列产品,1.00,2025,mentioned,auto,,,
claim_21aa25f4b47e0029,company_exposure,AI芯片,紫光股份 对 AI芯片 的公司敞口为 indirect：涉及技术FPGA加速。证据：通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,"[""紫光股份""]",紫光股份 在 AI芯片 的关系为涉及技术FPGA加速,neutral,,,160,%,annual_000938_2025,2025年年度报告,26,费用,1,通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,1.00,2025,indirect,auto,,,
claim_5cffb20695e6f100,mechanism,AI芯片,AI芯片 的技术机理：IRDS 2024 Executive Packaging Tutorial Part 1：In the end this approach called 2.5D was successful and prevailed in the marketplace; for the first time the crucial role of advanced packaging stood up and forever changed the role of packaging from a passive participant to an active enabler.,[],AI芯片 由 In the end this approach called 2.5D was successful and prevailed in the mark... 驱动,positive,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,10,AI,1,In the end this approach called 2.5D was successful and prevailed in the marketplace; for the first time the crucial role of advanced packaging stood up and forever changed the role of packaging from a passive participant to an active enabler.,0.78,2024,,auto,,,
claim_b89e30e6dcdb98c9,mechanism,AI芯片,"AI芯片 的技术机理：IRDS 2024 Executive Packaging Tutorial Part 1：The following are important key trends expected to shape the future of semiconductor packaging: Advanced Packaging Technologies • 2.5D and 3D Packaging—These technologies enable stacking multiple chips on top of each other or side by side, leading to better performance and lower power consumption.",[],AI芯片 由 The following are important key trends expected to shape the future of semico... 驱动,positive,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,50,Organic Laminates,1,"The following are important key trends expected to shape the future of semiconductor packaging: Advanced Packaging Technologies • 2.5D and 3D Packaging—These technologies enable stacking multiple chips on top of each other or side by side, leading to better performance and lower power consumption.",0.78,2024,,auto,,,
claim_52f9a46ed1d6b684,mechanism,AI芯片,"AI芯片 的技术机理：IRDS 2024 Executive Packaging Tutorial Part 1：o No Large Interposer Needed—Unlike traditional 2.5D packaging, which requires a large silicon interposer to connect chiplets, EMIB uses small, localized bridges, which simplifies the manufacturing process and reduces costs.",[],"AI芯片 由 o No Large Interposer Needed—Unlike traditional 2.5D packaging, which require... 驱动",positive,,,,,industry_tech_irds_packaging_tutorial_2024,IRDS 2024 Executive Packaging Tutorial Part 1,101,High Bandwidth and Low Latency:,1,"o No Large Interposer Needed—Unlike traditional 2.5D packaging, which requires a large silicon interposer to connect chiplets, EMIB uses small, localized bridges, which simplifies the manufacturing process and reduces costs.",0.78,2024,,auto,,,
claim_216fed1dce395707,mechanism,AI芯片,"AI芯片 的技术机理：UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem：The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",[],AI芯片 由 The mechanisms supported include discovery of chiplets and their conﬁguration... 驱动,positive,,,,,industry_tech_ucie_2_whitepaper_2024,UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem,2,,1,"The mechanisms supported include discovery of chiplets and their conﬁguration; initialization of chiplet structures and parameters (i.e., serial EEPROM replacement); ﬁrmware download; power and thermal management; error reporting; telemetry; retrieval of log and crash dump information; test and debug; initiation and reporting of self-test status; and various aspects of chiplet security.",0.78,2024,,auto,,,
claim_c998467fcc8e8aea,mechanism,AI芯片,"AI芯片 的技术机理：UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem：Vertically-Integrated Chiplets for Signiﬁcant Power Performance Improvements with UCIe-3D When the UCIe Consortium was formed in March 2022, we released the well-deﬁned UCIe 1.0 Speciﬁcation addressing planar connectivity (2D and 2.5D).",[],AI芯片 由 Vertically-Integrated Chiplets for Signiﬁcant Power Performance Improvements ... 驱动,positive,,,,,industry_tech_ucie_2_whitepaper_2024,UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem,4,,1,"Vertically-Integrated Chiplets for Signiﬁcant Power Performance Improvements with UCIe-3D When the UCIe Consortium was formed in March 2022, we released the well-deﬁned UCIe 1.0 Speciﬁcation addressing planar connectivity (2D and 2.5D).",0.78,2024,,auto,,,
claim_ecf4e7a1471fc329,mechanism,AI芯片,AI芯片 的技术机理：UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem：The manageability and DFx enhancements signify | | the on-going commitment to improve existing approaches whereas UCIe-3D denotes our willingness | | to take on the necessary challenges of delivering exponential improvements in power-efifcient | | performance.,[],AI芯片 由 The manageability and DFx enhancements signify | | the on-going commitment to... 驱动,positive,,,,,industry_tech_ucie_2_whitepaper_2024,UCIe 2.0 Specification Continuing Innovation to Drive an Open Chiplet Ecosystem,6,Conclusion,1,The manageability and DFx enhancements signify | | the on-going commitment to improve existing approaches whereas UCIe-3D denotes our willingness | | to take on the necessary challenges of delivering exponential improvements in power-efifcient | | performance.,0.78,2024,,auto,,,
claim_c401723904cd2376,mechanism,AI芯片,"AI芯片 的技术机理：Ultra Ethernet Specification v1.0.2：Scale-up network 1.5.1.1 Frontend Network The frontend network is the operational network in datacenters that connects all compute nodes to the outside world (e.g., other datacenters or end customers on the Internet).",[],AI芯片 由 Scale-up network 1.5.1.1 Frontend Network The frontend network is the operati... 驱动,positive,,,,,industry_tech_ultra_ethernet_1_0_2_2026,Ultra Ethernet Specification v1.0.2,49,5 Networking,1,"Scale-up network 1.5.1.1 Frontend Network The frontend network is the operational network in datacenters that connects all compute nodes to the outside world (e.g., other datacenters or end customers on the Internet).",0.78,2026,,auto,,,
claim_d508cf1c450c0825,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：To achieve efficient inference and cost-effective training, DeepSeek-V3 adopts Multi-head Latent Attention (MLA) and DeepSeekMoE architectures, which were thoroughly validated in DeepSeek-V2.",[],"AI芯片 由 To achieve efficient inference and cost-effective training, DeepSeek-V3 adopt... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,1,DeepSeek-AI,2,"To achieve efficient inference and cost-effective training, DeepSeek-V3 adopts Multi-head Latent Attention (MLA) and DeepSeekMoE architectures, which were thoroughly validated in DeepSeek-V2.",0.70,2025,,auto,,,
claim_0acb0cf8b10771f7,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：In addition, we also develop efficient cross-node all-to-all communication kernels to fully utilize InfiniBand (IB) and NVLink bandwidths.",[],"AI芯片 由 In addition, we also develop efficient cross-node all-to-all communication ke... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"In addition, we also develop efficient cross-node all-to-all communication kernels to fully utilize InfiniBand (IB) and NVLink bandwidths.",0.70,2025,,auto,,,
claim_4e4d71cafe361ebc,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：To further push the boundaries of open-source model capabilities, we scale up our models and introduce DeepSeek-V3, a large Mixture-of-Experts (MoE) model with 671B parameters, of which 37B are activated for each token.",[],"AI芯片 由 To further push the boundaries of open-source model capabilities, we scale up... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"To further push the boundaries of open-source model capabilities, we scale up our models and introduce DeepSeek-V3, a large Mixture-of-Experts (MoE) model with 671B parameters, of which 37B are activated for each token.",0.70,2025,,auto,,,
claim_26de099b0ce0fc3e,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：Subsequently, we introduce our infrastructures, encompassing our compute clusters, the training framework, the support for FP8 training, the inference deployment strategy, and our suggestions on future hardware design.",[],"AI芯片 由 Subsequently, we introduce our infrastructures, encompassing our compute clus... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,6,Architecture,2,"Subsequently, we introduce our infrastructures, encompassing our compute clusters, the training framework, the support for FP8 training, the inference deployment strategy, and our suggestions on future hardware design.",0.70,2025,,auto,,,
claim_45d84cd785682b42,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：For efficient inference and economical training, DeepSeek-V3 also adopts MLA and DeepSeekMoE, which have been thoroughly validated by DeepSeek-V2.",[],"AI芯片 由 For efficient inference and economical training, DeepSeek-V3 also adopts MLA ... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,6,Basic Architecture,2,"For efficient inference and economical training, DeepSeek-V3 also adopts MLA and DeepSeekMoE, which have been thoroughly validated by DeepSeek-V2.",0.70,2025,,auto,,,
claim_4a1d3f6838f35a1f,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：Secondly, we develop efficient cross-node all-to-all communication kernels to fully utilize IB and NVLink bandwidths and conserve Streaming Multiprocessors (SMs) dedicated to communication.",[],"AI芯片 由 Secondly, we develop efficient cross-node all-to-all communication kernels to... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"Secondly, we develop efficient cross-node all-to-all communication kernels to fully utilize IB and NVLink bandwidths and conserve Streaming Multiprocessors (SMs) dedicated to communication.",0.70,2025,,auto,,,
claim_4cb7ea49be36b5a8,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：This overlap also ensures that, as the model further scales up, as long as we maintain a constant computation-to-communication ratio, we can still employ fine-grained experts across nodes while achieving a near-zero all-to-all communication overhead.",[],"AI芯片 由 This overlap also ensures that, as the model further scales up, as long as we... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"This overlap also ensures that, as the model further scales up, as long as we maintain a constant computation-to-communication ratio, we can still employ fine-grained experts across nodes while achieving a near-zero all-to-all communication overhead.",0.70,2025,,auto,,,
claim_b0658d3ec8010737,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：Furthermore, to reduce application programming complexity, we aim for this hardware to unify the IB (scale-out) and NVLink (scale-up) networks from the perspective of the computation units.",[],"AI芯片 由 Furthermore, to reduce application programming complexity, we aim for this ha... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,20,Suggestions on Hardware Design,2,"Furthermore, to reduce application programming complexity, we aim for this hardware to unify the IB (scale-out) and NVLink (scale-up) networks from the perspective of the computation units.",0.70,2025,,auto,,,
claim_d2c4dd3bee9bef3a,mechanism,AI芯片,"AI芯片 的技术机理：DeepSeek-V3 Technical Report：As DeepSeek-V2, DeepSeek-V3 also employs additional RMSNorm layers after the compressed latent vectors, and multiplies additional scaling factors at the width bottlenecks.",[],"AI芯片 由 As DeepSeek-V2, DeepSeek-V3 also employs additional RMSNorm layers after the ... 驱动",positive,,,,,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,22,Hyper-Parameters,2,"As DeepSeek-V2, DeepSeek-V3 also employs additional RMSNorm layers after the compressed latent vectors, and multiplies additional scaling factors at the width bottlenecks.",0.70,2025,,auto,,,
claim_79c75ec0a7de2e19,mechanism,AI芯片,"AI芯片 的技术机理：Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning：Model FLOPs Utilization (MFU), which assesses the ratio of observed throughput to theoretical maximum throughput (assuming 100% peak FLOPS), serves as the standard metric for evaluating training efficiency.",[],"AI芯片 由 Model FLOPs Utilization (MFU), which assesses the ratio of observed throughpu... 驱动",positive,,,,,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,2,AI,2,"Model FLOPs Utilization (MFU), which assesses the ratio of observed throughput to theoretical maximum throughput (assuming 100% peak FLOPS), serves as the standard metric for evaluating training efficiency.",0.70,2024,,auto,,,
