entity_id,type,name,normalized_name,properties,source_report_ids,review_status,is_core_company
entity_46de3cb580bcb7a7,Metric,归母净利润,归母净利润,"{""metric_name"": ""归属于上市公司股东的净利润"", ""unit"": ""亿元"", ""value"": 16.86, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_094ee624f4fbfc44,Metric,归母净利润同比增长率,归母净利润同比增长率,"{""metric_name"": ""归属于上市公司股东的净利润同比增长率"", ""unit"": ""%"", ""value"": 7.19, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_73fa04930f521795,Metric,扣非归母净利润,扣非归母净利润,"{""metric_name"": ""归属于上市公司股东的扣除非经常性损益的净利润"", ""unit"": ""亿元"", ""value"": 16.35, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_4475343e466a4c62,Metric,扣非归母净利润同比增长率,扣非归母净利润同比增长率,"{""metric_name"": ""归属于上市公司股东的扣除非经常性损益的净利润同比增长率"", ""unit"": ""%"", ""value"": 12.26, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_60d96f3ff5a4823f,Metric,毛利率,毛利率,"{""metric_name"": ""毛利率"", ""unit"": ""%"", ""value"": ""14.59%"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_601e82c49f6aee2f,Metric,毛利率比上年同期增减,毛利率比上年同期增减,"{""metric_name"": ""毛利率比上年同期增减"", ""unit"": ""%"", ""value"": ""-2.80%"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_6d6567105d2bed73,Metric,直销营业收入,直销营业收入,"{""metric_name"": ""直销营业收入"", ""unit"": ""元"", ""value"": 48566509801.63, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_f4e28c6c76e5c405,Metric,研发投入占营业收入比例,研发投入占营业收入比例,"{""metric_name"": ""研发投入占营业收入比例"", ""unit"": ""%"", ""value"": ""待补充"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_15f05c10593405f9,Metric,研发投入资本化的金额,研发投入资本化的金额,"{""metric_name"": ""研发投入资本化的金额"", ""unit"": ""元"", ""value"": ""--"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_b0d5629370ce7502,Metric,研发投入金额,研发投入金额,"{""metric_name"": ""研发投入金额"", ""unit"": ""元"", ""value"": ""待补充"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_3d3528f16d54a180,Metric,研发费用_2024,研发费用_2024,"{""metric_name"": ""研发费用"", ""unit"": ""元"", ""value"": ""5,101,818,089.81"", ""year"": ""2024""}","[""annual_000938_2025""]",auto,
entity_1cc45b6cb27af01c,Metric,研发费用_2025,研发费用_2025,"{""metric_name"": ""研发费用"", ""unit"": ""元"", ""value"": ""4,952,674,806.36"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_d6804351bf102f03,Metric,研发费用同比增减,研发费用同比增减,"{""metric_name"": ""研发费用同比增减"", ""unit"": ""%"", ""value"": ""-2.92%"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_81fcac36e10684ad,Metric,稳定期毛利率,稳定期毛利率,"{""metric_name"": ""稳定期毛利率"", ""unit"": ""%"", ""value"": 14.8, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_9f74a66672d40819,Metric,经营活动产生的现金流量净额,经营活动产生的现金流量净额,"{""metric_name"": ""经营活动产生的现金流量净额"", ""unit"": ""元"", ""value"": ""3,486,751,492.84"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_16e587949bdeeb5f,Metric,经营活动产生的现金流量净额_2024,经营活动产生的现金流量净额_2024,"{""metric_name"": ""经营活动产生的现金流量净额"", ""unit"": ""元"", ""value"": ""2,440,755,824.85"", ""year"": ""2024""}","[""annual_000938_2025""]",auto,
entity_e85318cf01a3d3c5,Metric,经销营业收入,经销营业收入,"{""metric_name"": ""经销营业收入"", ""unit"": ""元"", ""value"": 48181829542.4, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_58f1ffdf2c52ba75,Metric,营业成本_2024,营业成本_2024,"{""metric_name"": ""营业成本"", ""unit"": ""人民币元"", ""value"": 65282115477.87, ""year"": 2024}","[""annual_000938_2025""]",auto,
entity_dd7ea3219b2e13d0,Metric,营业成本_2025,营业成本_2025,"{""metric_name"": ""营业成本"", ""unit"": ""人民币元"", ""value"": 82631846618.39, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_2fae4f4d1445f17e,Metric,营业收入,营业收入,"{""metric_name"": ""营业收入"", ""unit"": ""元"", ""value"": ""96,748,339,344.03"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_0ca86b1ac8dc4644,Metric,营业收入_2024,营业收入_2024,"{""metric_name"": ""营业收入"", ""unit"": ""人民币元"", ""value"": 79024078451.16, ""year"": 2024}","[""annual_000938_2025""]",auto,
entity_a671c677930ac772,Metric,营业收入_2025,营业收入_2025,"{""metric_name"": ""营业收入"", ""unit"": ""人民币元"", ""value"": 96748339344.03, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_55c5a5165505fa31,Metric,营业收入同比增减,营业收入同比增减,"{""metric_name"": ""营业收入同比增减"", ""unit"": ""%"", ""value"": ""22.43%"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_39e9538b10dd2ebd,Metric,营业收入同比增长率,营业收入同比增长率,"{""metric_name"": ""营业收入同比增长率"", ""unit"": ""%"", ""value"": 22.43, ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_2fd6fd8d8ea51ad7,Metric,营业收入比上年同期增减,营业收入比上年同期增减,"{""metric_name"": ""营业收入比上年同期增减"", ""unit"": ""%"", ""value"": ""22.43%"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_cf221e17a1d0d148,Metric,预测期毛利率,预测期毛利率,"{""metric_name"": ""预测期毛利率"", ""unit"": ""%"", ""value"": ""14.8%-15.7%"", ""year"": 2025}","[""annual_000938_2025""]",auto,
entity_d781d04d4805715a,Policy,上市公司监管指引第10号——市值管理,上市公司监管指引第10号——市值管理,{},"[""annual_000938_2025""]",auto,
entity_7bdedcbd8665fb26,Policy,乡村全面振兴规划（2024—2027年）,乡村全面振兴规划(2024—2027年),{},"[""annual_000938_2025""]",auto,
entity_4ecc210d754e7d24,Policy,企业会计准则第22号——金融工具确认和计量,企业会计准则第22号——金融工具确认和计量,{},"[""annual_000938_2025""]",auto,
entity_77454afbf19066ed,Policy,企业会计准则第24号——套期会计,企业会计准则第24号——套期会计,{},"[""annual_000938_2025""]",auto,
entity_df40eab97181470d,Policy,企业会计准则第37号——金融工具列报,企业会计准则第37号——金融工具列报,{},"[""annual_000938_2025""]",auto,
entity_cd7989c12af0c603,Policy,内部研究开发支出会计政策,内部研究开发支出会计政策,{},"[""annual_000938_2025""]",auto,
entity_c82a6a7c77175f79,Policy,国务院《关于深入实施“人工智能+”行动的意见》,国务院《关于深入实施“人工智能+”行动的意见》,{},"[""annual_000938_2025""]",auto,
entity_ed7205acc3807ef0,Policy,研发费用加计扣除政策,研发费用加计扣除政策,{},"[""annual_000938_2025""]",auto,
entity_6331fd6fe8d33e13,Policy,质量回报双提升行动方案,质量回报双提升行动方案,{},"[""annual_000938_2025""]",auto,
entity_70c1d570f5261175,Product,51.2T CPO硅光数据中心交换机,51.2tcpo硅光数据中心交换机,{},"[""annual_000938_2025""]",auto,
entity_2aa8b97479cb3b80,Product,800G国芯智算交换机,800g国芯智算交换机,{},"[""annual_000938_2025""]",auto,
entity_2c2d527838c263d3,Product,AI 安全系列智能体,ai安全系列智能体,{},"[""annual_000938_2025""]",auto,
entity_ef92e362a0f6746e,Product,AI 数据平台解决方案,ai数据平台解决方案,{},"[""annual_000938_2025""]",auto,
entity_b36a3cdc0b4665d5,Product,AI工作站,ai工作站,{},"[""annual_000938_2025""]",auto,
entity_d41ce28e48170c5c,Product,CAS虚拟化产品,cas虚拟化产品,{},"[""annual_000938_2025""]",auto,
entity_7754d4211b4a12e3,Product,CloudOS 7.0,cloudos7.0,{},"[""annual_000938_2025""]",auto,
entity_26a056fbff28d1f5,Product,Cloudnet云管,cloudnet云管,{},"[""annual_000938_2025""]",auto,
entity_1aea9f361b6c8b34,Product,DDC架构新一代无损网络解决方案,ddc架构新一代无损网络解决方案,{},"[""annual_000938_2025""]",auto,
entity_fb24bc683841cf3e,Product,H3C UniPoD S80000 超节点产品,h3cunipods80000超节点产品,{},"[""annual_000938_2025""]",auto,
entity_a965804258d36235,Product,H3C UniPoD S80000超节点,h3cunipods80000超节点,{},"[""annual_000938_2025""]",auto,
entity_37798e8566a357cb,Product,H3C UniServer G7系列模块化服务器,h3cuniserverg7系列模块化服务器,{},"[""annual_000938_2025""]",auto,
entity_cdc09f755bc3a00b,Product,H3C UniStor Polaris X20000 系列,h3cunistorpolarisx20000系列,{},"[""annual_000938_2025""]",auto,
entity_efe613e513aa5797,Product,H3C绿洲平台,h3c绿洲平台,{},"[""annual_000938_2025""]",auto,
entity_0b86d4f0d9bc802a,Product,ICT基础设施,ict基础设施,{},"[""annual_000938_2025""]",auto,
entity_21ec1c4b74cb8437,Product,ICT基础设施与服务,ict基础设施与服务,{},"[""annual_000938_2025""]",auto,
entity_b77822f19a2776cc,Product,IT产品分销与供应链服务,it产品分销与供应链服务,{},"[""annual_000938_2025""]",auto,
entity_50008ea16cf2ea3c,Product,LinSeer Cube 大模型一体机,linseercube大模型一体机,{},"[""annual_000938_2025""]",auto,
entity_3e7b1da69c79902c,Product,LinSeer ICT 智能体,linseerict智能体,{},"[""annual_000938_2025""]",auto,
entity_5e4c76a099084fc1,Product,LinSeer MegaCube AI 一体机,linseermegacubeai一体机,{},"[""annual_000938_2025""]",auto,
entity_a95efdf7672485b7,Product,MegaBook 双系统平板,megabook双系统平板,{},"[""annual_000938_2025""]",auto,
entity_3d34c497d50ad846,Product,SD-WAN 智能路由器,sd-wan智能路由器,{},"[""annual_000938_2025""]",auto,
entity_ba3c585b819c4038,Product,UTM防火墙,utm防火墙,{},"[""annual_000938_2025""]",auto,
entity_0e7553467b935674,Product,Wi-Fi 7 新产品,wi-fi7新产品,{},"[""annual_000938_2025""]",auto,
entity_544ae73f7c62b938,Product,X86服务器,x86服务器,{},"[""annual_000938_2025""]",auto,
entity_15068077d48ebf2e,Product,下一代存储,下一代存储,{},"[""annual_000938_2025""]",auto,
entity_e83e6747ae0fef11,Product,下一代存储升级开发项目,下一代存储升级开发项目,{},"[""annual_000938_2025""]",auto,
entity_ca92464b0cd8c34e,Product,云与智能平台,云与智能平台,{},"[""annual_000938_2025""]",auto,
entity_22b09b3707094f1d,Product,云操作系统,云操作系统,{},"[""annual_000938_2025""]",auto,
entity_0eef9c389590481e,Product,云网安一体化解决方案,云网安一体化解决方案,{},"[""annual_000938_2025""]",auto,
entity_88a31ffcddf76fa3,Product,云计算,云计算,{},"[""annual_000938_2025""]",auto,
entity_02963a024dea04d6,Product,云计算产品,云计算产品,{},"[""annual_000938_2025""]",auto,
entity_baf152b2e7df5358,Product,云集群智算数据中心交换机增强项目,云集群智算数据中心交换机增强项目,{},"[""annual_000938_2025""]",auto,
entity_6a55270505667fea,Product,互联网信息技术产品,互联网信息技术产品,{},"[""annual_000938_2025""]",auto,
entity_bd7684258ab2ee85,Product,交换机,交换机,{},"[""annual_000938_2025""]",auto,
entity_f3683a5436513c50,Product,交通大模型,交通大模型,{},"[""annual_000938_2025""]",auto,
entity_b4602ddc7f4807de,Product,人工智能,人工智能,{},"[""annual_000938_2025""]",auto,
entity_8a0e8627e2c94fd7,Product,人工智能服务器,人工智能服务器,{},"[""annual_000938_2025""]",auto,
entity_ad596ee2cf072760,Product,人工智能计算服务器,人工智能计算服务器,{},"[""annual_000938_2025""]",auto,
entity_f028b2936a59fd28,Product,以太网交换机,以太网交换机,{},"[""annual_000938_2025""]",auto,
entity_b4d91f0fe49974a5,Product,企业级WLAN,企业级wlan,{},"[""annual_000938_2025""]",auto,
entity_6b53787ab90d2919,Product,全光以太网5.0方案,全光以太网5.0方案,{},"[""annual_000938_2025""]",auto,
entity_fc4f032ff29af2dd,Product,全光网络5.0解决方案,全光网络5.0解决方案,{},"[""annual_000938_2025""]",auto,
entity_e9a47e23a9c87dac,Product,全场景Wi-Fi 7组网方案,全场景wi-fi7组网方案,{},"[""annual_000938_2025""]",auto,
entity_f1a9ad3431785e92,Product,全栈智能化的信息通信（ICT）基础设施,全栈智能化的信息通信(ict)基础设施,{},"[""annual_000938_2025""]",auto,
entity_4f422f862cd7badb,Product,园区交换机,园区交换机,{},"[""annual_000938_2025""]",auto,
entity_de24803786f59068,Product,园区网控制器7.3版本,园区网控制器7.3版本,{},"[""annual_000938_2025""]",auto,
entity_6c0bab0835083a48,Product,国芯超低时延交换机,国芯超低时延交换机,{},"[""annual_000938_2025""]",auto,
entity_e63df32c30a1f295,Product,图灵小镇,图灵小镇,{},"[""annual_000938_2025""]",auto,
entity_cabc556f899447c6,Product,大模型一体机产品,大模型一体机产品,{},"[""annual_000938_2025""]",auto,
entity_4ffd782482a4ae46,Product,存储,存储,{},"[""annual_000938_2025""]",auto,
entity_ddf07cc80df6a3cf,Product,存储产品,存储产品,{},"[""annual_000938_2025""]",auto,
entity_818c19628ea7c446,Product,安全,安全,{},"[""annual_000938_2025""]",auto,
entity_d1a289decf3df966,Product,安全产品,安全产品,{},"[""annual_000938_2025""]",auto,
entity_27772e275a7afe6a,Product,安全大数据中台产品,安全大数据中台产品,{},"[""annual_000938_2025""]",auto,
entity_4262008ec458b0ad,Product,广域网控制器7.4版本,广域网控制器7.4版本,{},"[""annual_000938_2025""]",auto,
entity_0104613d13c5dd35,Product,政务云,政务云,{},"[""annual_000938_2025""]",auto,
entity_66943f0124e5ccaf,Product,数字乡村解决方案,数字乡村解决方案,{},"[""annual_000938_2025""]",auto,
entity_1253295bfe5a040a,Product,数字化转型及智能化升级解决方案,数字化转型及智能化升级解决方案,{},"[""annual_000938_2025""]",auto,
entity_b84f4afed1501d6f,Product,数据中心交换机,数据中心交换机,{},"[""annual_000938_2025""]",auto,
entity_1e1e3af2a0cd354b,Product,数据中心建造服务,数据中心建造服务,{},"[""annual_000938_2025""]",auto,
entity_b2585b1b92dd9ca8,Product,数据中心控制器7.4版本,数据中心控制器7.4版本,{},"[""annual_000938_2025""]",auto,
entity_bfbb50d7d5b9d3a7,Product,新一代旗舰级AI服务器,新一代旗舰级ai服务器,{},"[""annual_000938_2025""]",auto,
entity_f2a7bade82a3f8d4,Product,新一代通算服务器,新一代通算服务器,{},"[""annual_000938_2025""]",auto,
entity_c90738a6066223a4,Product,新一代高密汇聚路由器开发项目,新一代高密汇聚路由器开发项目,{},"[""annual_000938_2025""]",auto,
entity_53c2694b71bceb7a,Product,智算中心,智算中心,{},"[""annual_000938_2025""]",auto,
entity_4347d1ab034d05b0,Product,智算云,智算云,{},"[""annual_000938_2025""]",auto,
entity_e2f7cd79b93da1bc,Product,智算安全解决方案,智算安全解决方案,{},"[""annual_000938_2025""]",auto,
entity_b7cca5df5a0b9674,Product,智算解决方案,智算解决方案,{},"[""annual_000938_2025""]",auto,
entity_b2c82b0f9f67118d,Product,智能制造无线网络解决方案,智能制造无线网络解决方案,{},"[""annual_000938_2025""]",auto,
entity_6208ee37448e80b0,Product,智能终端,智能终端,{},"[""annual_000938_2025""]",auto,
entity_34619bf7657e468d,Product,服务器,服务器,{},"[""annual_000938_2025""]",auto,
entity_b0d5689f54ee7e87,Product,海外子品牌Aolynk,海外子品牌aolynk,{},"[""annual_000938_2025""]",auto,
entity_6fca8e1c05375a92,Product,液冷技术创新产品,液冷技术创新产品,{},"[""annual_000938_2025""]",auto,
entity_f1aa755630aea591,Product,灵犀AI助手,灵犀ai助手,{},"[""annual_000938_2025""]",auto,
entity_6700cf0f7b92c3fa,Product,灵犀Cube一体机,灵犀cube一体机,{},"[""annual_000938_2025""]",auto,
entity_48a277073eaf1979,Product,灵犀使能平台,灵犀使能平台,{},"[""annual_000938_2025""]",auto,
entity_58e357827ebd5716,Product,灵犀推理引擎,灵犀推理引擎,{},"[""annual_000938_2025""]",auto,
entity_c509ded2c2e17939,Product,灵犀智算方案V5.0,灵犀智算方案v5.0,{},"[""annual_000938_2025""]",auto,
entity_b69977a7a1556f6e,Product,灵犀智算解决方案,灵犀智算解决方案,{},"[""annual_000938_2025""]",auto,
entity_69a156bfa8767365,Product,百业灵犀ICT大模型,百业灵犀ict大模型,{},"[""annual_000938_2025""]",auto,
entity_4affd3568a0cabf4,Product,百业灵犀私域大模型,百业灵犀私域大模型,{},"[""annual_000938_2025""]",auto,
entity_c997fb1bff742460,Product,知识平台,知识平台,{},"[""annual_000938_2025""]",auto,
entity_515a1001e9cdd452,Product,矿用本安Wi-Fi 7 产品,矿用本安wi-fi7产品,{},"[""annual_000938_2025""]",auto,
entity_9d715e07c17bfee1,Product,算力快线解决方案,算力快线解决方案,{},"[""annual_000938_2025""]",auto,
entity_939aa27b3f3527ce,Product,算力调度管理平台,算力调度管理平台,{},"[""annual_000938_2025""]",auto,
entity_c46a57685aa55879,Product,网络,网络,{},"[""annual_000938_2025""]",auto,
entity_d4ea3c76535417a3,Product,网络交换机,网络交换机,{},"[""annual_000938_2025""]",auto,
entity_0ae5fa5cd1f75882,Product,网络产品,网络产品,{},"[""annual_000938_2025""]",auto,
entity_9e3291c958b4f534,Product,自主可控大容量交换机项目,自主可控大容量交换机项目,{},"[""annual_000938_2025""]",auto,
entity_ab1792468ee86c13,Product,芯模社区,芯模社区,{},"[""annual_000938_2025""]",auto,
entity_7fe59bbc88f48f54,Product,计算,计算,{},"[""annual_000938_2025""]",auto,
entity_fa82ca0e7a38b85b,Product,计算产品,计算产品,{},"[""annual_000938_2025""]",auto,
entity_cea148edb1e4369c,Product,超融合虚拟化融合版本,超融合虚拟化融合版本,{},"[""annual_000938_2025""]",auto,
entity_2e5a44e5faa10bc3,Product,路由器,路由器,{},"[""annual_000938_2025""]",auto,
entity_928e7e267fef8194,Product,金融智算整体解决方案,金融智算整体解决方案,{},"[""annual_000938_2025""]",auto,
entity_57e98916a034806d,Product,金融智算解决方案,金融智算解决方案,{},"[""annual_000938_2025""]",auto,
entity_4320ceea7fbe9363,Product,防火墙AI 运维助手,防火墙ai运维助手,{},"[""annual_000938_2025""]",auto,
entity_e8e3bac434406a87,Product,高端路由器,高端路由器,{},"[""annual_000938_2025""]",auto,
entity_264808cae73d7882,Product,高端防火墙SecPath M9000,高端防火墙secpathm9000,{},"[""annual_000938_2025""]",auto,
entity_0a825d7343f9c527,Product,高速无损网络,高速无损网络,{},"[""annual_000938_2025""]",auto,
entity_ea190e0a4ebe013f,Report,2025年年度报告,annual_000938_2025,"{""kind"": ""annual"", ""local_path"": ""data/raw_pdfs/annual/紫光股份_2025年报.pdf"", ""pages"": ""251"", ""pdf_url"": ""https://static.cninfo.com.cn/finalpage/2026-04-15/1225101866.PDF"", ""published_at"": ""2026-04-15"", ""report_id"": ""annual_000938_2025"", ""sha256"": ""2ffcd21150d98d8582b3cda68a368e70eaf17625e8ba2881a9ed30d7654aac5a"", ""source_site"": ""巨潮资讯"", ""source_tier"": ""1"", ""source_type"": ""company_annual_report"", ""source_url"": ""https://www.cninfo.com.cn/new/disclosure/detail?stockCode=000938&announcementId=1225101866&orgId=gssz0000938&announcementTime=1776182400000"", ""year"": ""2025""}","[""annual_000938_2025""]",auto,
entity_8356e87d78d48988,Report,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,industry_tech_heterogeneous_chiplets_ai_2024,"{""kind"": ""industry"", ""local_path"": ""data/raw_pdfs/industry/AI算力行业知识_2024_ChallengesandOpportunitiestoEnableLa.pdf"", ""pages"": ""6"", ""pdf_url"": ""https://arxiv.org/pdf/2311.16417.pdf"", ""published_at"": ""2024-03"", ""report_id"": ""industry_tech_heterogeneous_chiplets_ai_2024"", ""sha256"": ""8dc4791fef282f13b87663c85f16952b91676df2b67cef4d296cfb20b90b8c91"", ""source_site"": ""arXiv"", ""source_tier"": ""2"", ""source_type"": ""technical_paper"", ""source_url"": ""https://arxiv.org/abs/2311.16417"", ""year"": ""2024""}","[""industry_tech_heterogeneous_chiplets_ai_2024""]",auto,
entity_9215ec2d908a7048,Report,DeepSeek-V3 Technical Report,industry_tech_deepseek_v3_2025,"{""kind"": ""industry"", ""local_path"": ""data/raw_pdfs/industry/AI算力行业知识_2025_DeepSeek-V3TechnicalReport.pdf"", ""pages"": ""53"", ""pdf_url"": ""https://arxiv.org/pdf/2412.19437.pdf"", ""published_at"": ""2025-02"", ""report_id"": ""industry_tech_deepseek_v3_2025"", ""sha256"": ""812a3fd645c80725354de9d831a6785503007a60681461407f64e97305fa9330"", ""source_site"": ""arXiv"", ""source_tier"": ""2"", ""source_type"": ""model_technical_report"", ""source_url"": ""https://arxiv.org/abs/2412.19437"", ""year"": ""2025""}","[""industry_tech_deepseek_v3_2025""]",auto,
entity_22d34c3f6077d2a9,Report,Efficient Memory Management for Large Language Model Serving with PagedAttention,industry_tech_pagedattention_vllm_2023,"{""kind"": ""industry"", ""local_path"": ""data/raw_pdfs/industry/AI算力行业知识_2023_EfficientMemoryManagementforLargeLan.pdf"", ""pages"": ""16"", ""pdf_url"": ""https://arxiv.org/pdf/2309.06180.pdf"", ""published_at"": ""2023-09"", ""report_id"": ""industry_tech_pagedattention_vllm_2023"", ""sha256"": ""55b3b324d779a67c59dac2519445e3b07c14e6ff5c656fadb47a3d7b5997469e"", ""source_site"": ""arXiv"", ""source_tier"": ""2"", ""source_type"": ""technical_paper"", ""source_url"": ""https://arxiv.org/abs/2309.06180"", ""year"": ""2023""}","[""industry_tech_pagedattention_vllm_2023""]",auto,
entity_7215241125015f84,Report,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,industry_tech_fire_flyer_ai_hpc_2024,"{""kind"": ""industry"", ""local_path"": ""data/raw_pdfs/industry/AI算力行业知识_2024_Fire-FlyerAI-HPCCost-EffectiveSoftwa.pdf"", ""pages"": ""18"", ""pdf_url"": ""https://arxiv.org/pdf/2408.14158.pdf"", ""published_at"": ""2024-08"", ""report_id"": ""industry_tech_fire_flyer_ai_hpc_2024"", ""sha256"": ""3d16a41f239f03d720d9f1bdca5c0e49935dff91494e77130cf307228914e82a"", ""source_site"": ""arXiv"", ""source_tier"": ""2"", ""source_type"": ""technical_paper"", ""source_url"": ""https://arxiv.org/abs/2408.14158"", ""year"": ""2024""}","[""industry_tech_fire_flyer_ai_hpc_2024""]",auto,
