evidence_id,claim_id,source_report_id,source_title,page,section,source_tier,text,as_of_date,quality
evidence_fb43b728ed2baa05,claim_4d47149dadd09dd1,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,深挖智算市场商机；持续落地大中型智算中心建设项目，巩固智算市场优势地位。,2025,high
evidence_0cce369bcd7426b2,claim_2a6ef71eb305a6b3,annual_000938_2025,2025年年度报告,25,费用,1,推出新一代DDC2产品,2025,medium
evidence_29cee1ffa8c30a13,claim_17a82cae48cd84f0,annual_000938_2025,2025年年度报告,25,费用,1,推出新一代DDC2产品,2025,medium
evidence_564b08a253c02a5e,claim_606a7d5a8d3ef627,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：4、云与智能：云操作系统、虚拟化平台、超融合产品、大数据平台、数据库等；,2025,high
evidence_cddb3ab5e576a8ff,claim_fec12c43404f8bf4,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,2025,high
evidence_ed494454f6169d17,claim_85f1707c36e3e49e,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司灵犀智算方案迭代至V5.0 版本，全面支持私域训推、大规模训练、垂直行业类AI 应用开发三类智算中心的建设需求,2025,high
evidence_a7bbd1c7b068f53e,claim_0b67c497c44cce1b,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代R5500系列服务器发布,2025,medium
evidence_68380e0d4422acbd,claim_55a16668112e4ed0,annual_000938_2025,2025年年度报告,26,费用,1,完成 CloudOS 7.0 软件特性增强版本发布,2025,medium
evidence_3a70f2db9f48386a,claim_841e7a088b3d87d5,annual_000938_2025,2025年年度报告,21,单位：元,1,产品分类：ICT基础设施与服务,2025,medium
evidence_8dcd7bcb67341e59,claim_8f98bc41363475ce,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,2025 年Cloudnet 云管业务快速增长,2025,medium
evidence_fb76dcf2b40c40d9,claim_4175f2c0cbe35c49,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：6、智能终端：商用笔记本电脑、商用台式机、智慧云屏、AI工作站等。,2025,high
evidence_a0c65da9ace67518,claim_67098d22c142c855,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,基础层聚焦智算中心等核心算力设施,2025,medium
evidence_48a237f47d905a98,claim_9f1022263721f489,annual_000938_2025,2025年年度报告,26,费用,1,完成全场景丰富Wi-Fi 7 AP 款型及管理平台增强项目发布,2025,high
evidence_577470b7accd615a,claim_02affb443dcf6eb5,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,2025,high
evidence_bd7ec5a6ace81dba,claim_0de4e7164a09e41a,annual_000938_2025,2025年年度报告,26,费用,1,完成园区网控制器 7.3 版本发布,2025,medium
evidence_84f3fbc0f7c20eca,claim_59881ca5d4c8eb3b,annual_000938_2025,2025年年度报告,26,费用,1,完成安全大模型和安全智能体产品发布,2025,medium
evidence_4e5905969b2a20a1,claim_04acf9e6bb4c6970,annual_000938_2025,2025年年度报告,26,费用,1,全场景Wi-Fi 7组网方案增强,2025,medium
evidence_4c8624914acf0e97,claim_d65245018bf79cbc,annual_000938_2025,2025年年度报告,21,单位：元,1,产品分类：IT产品分销与供应链服务,2025,medium
evidence_ffe30c55c9161525,claim_53ad2342f7f9081f,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,2025年，公司又陆续推出多款液冷技术创新产品及配套解决方案,2025,high
evidence_4743ed1cf77a4b96,claim_535484df684d81c3,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司H3C UniServer G7 系列模块化服务器以丰富的软硬件生态兼容性，适用于集群训练、训推一体、边缘推理等场景,2025,high
evidence_62e0cad737d3fced,claim_0ea49ca0075e27c8,annual_000938_2025,2025年年度报告,26,费用,1,完成广域网控制器 7.4 版本发布,2025,medium
evidence_8e39d25daa477261,claim_e8937b19e5626ff8,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代SR6616路由器架构升级产品发布,2025,medium
evidence_5be47622b95d319a,claim_55844791b2dc1e96,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：1、网络设备：交换机、路由器、WLAN、SDN、PON、智能管理与运维服务等；,2025,high
evidence_eea6e1bec629c924,claim_9e57e74d3fa5018d,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：2、服务器：通用计算服务器、人工智能计算服务器、关键业务计算服务器、边缘计算服务器等；,2025,high
evidence_fee1e3a6e6dd752b,claim_04bcbea111032a1c,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,联合运营商累计建设48个中大型智算中心,2025,medium
evidence_213244d29db0470f,claim_21aa25f4b47e0029,annual_000938_2025,2025年年度报告,26,费用,1,通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,2025,high
evidence_6bf5299a88089c7e,claim_ab7fda3215380193,annual_000938_2025,2025年年度报告,26,费用,1,通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,2025,high
evidence_45c34bed80433e6a,claim_bd67046e2847e3d7,annual_000938_2025,2025年年度报告,25,费用,1,完成下一代分布式存储X20000升级版本发布,2025,medium
evidence_47956d618754f313,claim_ac3449b0e73c0d6f,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代R4700和4900系列服务器发布,2025,medium
evidence_f424ba15dc9a84e2,claim_996a0d9343adf185,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,国务院《关于深入实施“人工智能+”行动的意见》...明确算力基础设施建设、行业深度融合等发展方向,2025,high
evidence_2e1233056e50896d,claim_1d524260a40f0154,annual_000938_2025,2025年年度报告,8,注册变更情况,1,作为数字化及AI解决方案领导者，公司提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,2025,high
evidence_9f619083ca8f5b39,claim_9c3676fc870c4367,annual_000938_2025,2025年年度报告,25,费用,1,完成多通道汇聚主机和系列全光入室影终端产品发布,2025,medium
evidence_8296de073d4ca634,claim_c1591980019a323f,annual_000938_2025,2025年年度报告,26,费用,1,完成SecPath M9000 防火墙硬件架构升级产品发布,2025,medium
evidence_3b613c9c2257e095,claim_78d012c7fb72b6f6,annual_000938_2025,2025年年度报告,8,注册变更情况,1,作为数字化及AI解决方案领导者，公司提供全栈智能化的信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级解决方案。,2025,high
evidence_4e433fd9a1829a7b,claim_83d5ef52c432f265,annual_000938_2025,2025年年度报告,20,单位：元,1,分产品：ICT 基础设施与服务,2025,medium
evidence_33c1c56dc045d717,claim_2d7f1a307c52e938,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,发布全光网络5.0 解决方案,2025,medium
evidence_ffc01b52d79bddce,claim_fe7ad29824fc4bfb,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,2025,high
evidence_b367242a0e24450c,claim_8d79b795987fbcb5,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司重点推进CPO 技术与Scale-up 整机柜两大前沿技术方向研究,2025,high
evidence_37857b4333c4c9c7,claim_6ea6c4b4d83035ed,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,51.2T CPO 硅光数据中心交换机产品融合核心技术优势,2025,medium
evidence_c8a1784b2ffc724b,claim_4b75c92cbc47de78,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,51.2T CPO 硅光数据中心交换机产品融合核心技术优势,2025,medium
evidence_afe16c7c20387975,claim_19f4ab4f459308dd,annual_000938_2025,2025年年度报告,26,费用,1,完成新一代超融合版本发布,2025,medium
evidence_73c6e853353e9d70,claim_d8e76bd568d9219a,annual_000938_2025,2025年年度报告,25,费用,1,发布基于DeepSeek大模型一体机全系列产品,2025,medium
evidence_db97b71094ecd1dc,claim_a00c1f5652607493,annual_000938_2025,2025年年度报告,25,费用,1,发布基于DeepSeek大模型一体机全系列产品,2025,medium
evidence_c8588349999926b8,claim_ce5212963ef3bf1e,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,公司深度参与多地智算中心、政务云、政务网项目建设；与多家头部互联网客户持续推进大规模算力集群与超节点系统建设；持续落地大中型智算中心建设项目。,2025,high
evidence_b56680d0002b02dc,claim_ce83012a40753e17,annual_000938_2025,2025年年度报告,20,单位：元,1,分产品：IT 产品分销与供应链服务,2025,medium
evidence_44f138b8c461d34b,claim_11388c2637d11026,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,2025,high
evidence_aec879991776018a,claim_425075d72afcfd73,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,基础层聚焦智算中心等核心算力设施,2025,medium
evidence_1c147e639fb28bce,claim_d68cafdacaeb7266,annual_000938_2025,2025年年度报告,26,费用,1,发布 AI 安全系列智能体,2025,medium
evidence_c5418d76bdd65a67,claim_d508cf1c450c0825,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,1,DeepSeek-AI,2,"To achieve efficient inference and cost-effective training, DeepSeek-V3 adopts Multi-head Latent Attention (MLA) and DeepSeekMoE architectures, which were thoroughly validated in DeepSeek-V2.",2025,high
evidence_631695d0aeb8c684,claim_ec0a33210f9e9ff0,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"To further push the boundaries of open-source model capabilities, we scale up our models and introduce DeepSeek-V3, a large Mixture-of-Experts (MoE) model with 671B parameters, of which 37B are activated for each token.",2025,high
evidence_e230b42ce8441c79,claim_4e4d71cafe361ebc,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"To further push the boundaries of open-source model capabilities, we scale up our models and introduce DeepSeek-V3, a large Mixture-of-Experts (MoE) model with 671B parameters, of which 37B are activated for each token.",2025,high
evidence_83b3d5592e1add0b,claim_3d043b6b808b16b0,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"In addition, we also develop efficient cross-node all-to-all communication kernels to fully utilize InfiniBand (IB) and NVLink bandwidths.",2025,high
evidence_72f10d631240552d,claim_0acb0cf8b10771f7,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,4,Introduction,2,"In addition, we also develop efficient cross-node all-to-all communication kernels to fully utilize InfiniBand (IB) and NVLink bandwidths.",2025,high
evidence_96be8d82431a4dd6,claim_e1734de8359e60fd,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,6,Architecture,2,"Subsequently, we introduce our infrastructures, encompassing our compute clusters, the training framework, the support for FP8 training, the inference deployment strategy, and our suggestions on future hardware design.",2025,high
evidence_2075a2ba89035d27,claim_26de099b0ce0fc3e,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,6,Architecture,2,"Subsequently, we introduce our infrastructures, encompassing our compute clusters, the training framework, the support for FP8 training, the inference deployment strategy, and our suggestions on future hardware design.",2025,high
evidence_a28d216c74b0d72c,claim_45d84cd785682b42,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,6,Basic Architecture,2,"For efficient inference and economical training, DeepSeek-V3 also adopts MLA and DeepSeekMoE, which have been thoroughly validated by DeepSeek-V2.",2025,high
evidence_feaaa4b4db1488d3,claim_34bb7cf0564cc0a4,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"Secondly, we develop efficient cross-node all-to-all communication kernels to fully utilize IB and NVLink bandwidths and conserve Streaming Multiprocessors (SMs) dedicated to communication.",2025,high
evidence_a623c11de18c40ce,claim_4a1d3f6838f35a1f,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"Secondly, we develop efficient cross-node all-to-all communication kernels to fully utilize IB and NVLink bandwidths and conserve Streaming Multiprocessors (SMs) dedicated to communication.",2025,high
evidence_aa28641e4a047212,claim_5d9e3b78853c2ddd,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"This overlap also ensures that, as the model further scales up, as long as we maintain a constant computation-to-communication ratio, we can still employ fine-grained experts across nodes while achieving a near-zero all-to-all communication overhead.",2025,high
evidence_a9cfb34c0072434e,claim_4cb7ea49be36b5a8,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,12,Training Framework,2,"This overlap also ensures that, as the model further scales up, as long as we maintain a constant computation-to-communication ratio, we can still employ fine-grained experts across nodes while achieving a near-zero all-to-all communication overhead.",2025,high
evidence_a6de68d85de6f636,claim_b0658d3ec8010737,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,20,Suggestions on Hardware Design,2,"Furthermore, to reduce application programming complexity, we aim for this hardware to unify the IB (scale-out) and NVLink (scale-up) networks from the perspective of the computation units.",2025,high
evidence_98e7d3c0534e0088,claim_939e9fa0ceb07d21,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,20,Compute Hardware,2,"In the current Tensor Core implementation of the NVIDIA Hopper architecture, FP8 GEMM suffers from limited accumulation precision.",2025,high
evidence_3f668de1f27a7a2e,claim_7cd3119e533c50c2,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,22,Hyper-Parameters,2,"As DeepSeek-V2, DeepSeek-V3 also employs additional RMSNorm layers after the compressed latent vectors, and multiplies additional scaling factors at the width bottlenecks.",2025,high
evidence_7e73ebe6f6634623,claim_d2c4dd3bee9bef3a,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,22,Hyper-Parameters,2,"As DeepSeek-V2, DeepSeek-V3 also employs additional RMSNorm layers after the compressed latent vectors, and multiplies additional scaling factors at the width bottlenecks.",2025,high
evidence_605ebe1bd0af4458,claim_72ef8815aed022c5,industry_tech_deepseek_v3_2025,DeepSeek-V3 Technical Report,32,AI,2,"On the factual knowledge benchmark, SimpleQA, DeepSeek-V3 falls behind GPT-4o and Claude-Sonnet, primarily due to its design focus and resource allocation.",2025,high
evidence_e47bd5e276015caf,claim_5054e81ee652f3b9,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,1,AI,2,China research@deepseek.com Abstract—The rapid progress in Deep Learning (DL) and Large Language Models (LLMs) has exponentially increased demands of computational power and bandwidth.,2024,high
evidence_fcab59d0ea6df8e2,claim_81a0245513807f2a,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,2,AI,2,"Model FLOPs Utilization (MFU), which assesses the ratio of observed throughput to theoretical maximum throughput (assuming 100% peak FLOPS), serves as the standard metric for evaluating training efficiency.",2024,high
evidence_6917339253d6d493,claim_79c75ec0a7de2e19,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,2,AI,2,"Model FLOPs Utilization (MFU), which assesses the ratio of observed throughput to theoretical maximum throughput (assuming 100% peak FLOPS), serves as the standard metric for evaluating training efficiency.",2024,high
evidence_c45f93c087613770,claim_4935bb382be403dd,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,3,AI,2," TPUv Gaudi  KNL K  GTX  HBME HBM  Pentium  HBM   NVLink . GDDR HBM GDDR PCIe . NVLink .  PCIe . PCIe . .         There are additional strategies and algorithms to accelerate training or reduce memory usage, such as Activation Recomputation [34], [35], as well as enhanced communication and computation overlap during parallelism [36], among others.",2024,high
evidence_94d34a91c9e2c584,claim_fa173d88fe9a505e,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,4,AI,2,### Table I: Our Arch and DGX-A100 Server Hardware Details | | Our PCIe Arch | DGX-A100 | | --- | --- | --- | | CPU | 2 * AMD 32 Cores EPYC Rome/Milan CPU | 2 * AMD 64 Cores EPYC 7742 CPU | | Memory | 512GB 16-Channels DDR4-3200Mhz | 2048GB 16-Channels DDR4-3200Mhz | | GPU | 8 * PCIe-A100-40GB | 8 * SXM-A100-40GB | | NICs | 1 * Mellanox InfiniBand cx6 200Gbps NIC | 9 * Mellanox InfiniBand cx6 200Gbps NIC | | NVLINK | 600 GB/s between each pair of GPUs | 600 GB/s interconnect among all 8 GPUs |,2024,high
evidence_fb335e6904dfcb22,claim_1b9cf3f26569dea5,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,4,AI,2,### Table I: Our Arch and DGX-A100 Server Hardware Details | | Our PCIe Arch | DGX-A100 | | --- | --- | --- | | CPU | 2 * AMD 32 Cores EPYC Rome/Milan CPU | 2 * AMD 64 Cores EPYC 7742 CPU | | Memory | 512GB 16-Channels DDR4-3200Mhz | 2048GB 16-Channels DDR4-3200Mhz | | GPU | 8 * PCIe-A100-40GB | 8 * SXM-A100-40GB | | NICs | 1 * Mellanox InfiniBand cx6 200Gbps NIC | 9 * Mellanox InfiniBand cx6 200Gbps NIC | | NVLINK | 600 GB/s between each pair of GPUs | 600 GB/s interconnect among all 8 GPUs |,2024,high
evidence_3eda328f8b148397,claim_5fc26c19f33042b9,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,8,NVLink Bridge Enables Tensor Parallel be,2,"1) NVLink Bridge Enables Tensor Parallel between PCIe GPUs: With the advent of LLMs, we integrated the NVLink Bridge into our system.",2024,high
evidence_a666da4e51947836,claim_1e55c31b08b895e4,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,11,GPU Xid Error: An Xid error [88] is a ge,2,"Discussion on Congestion Control in RDMA Networks 1) GPU Xid Error: An Xid error [88] is a general GPU fault message that originates from the NVIDIA driver, logged into the kernel or event log of the operating system.",2024,high
evidence_2e5da0647f7062c1,claim_a2f7b2feb3f7ee7c,industry_tech_fire_flyer_ai_hpc_2024,Fire-Flyer AI-HPC Cost-Effective Software-Hardware Co-Design for Deep Learning,11,GPU Xid Error: An Xid error [88] is a ge,2,"To mitigate this, IB NICs use DCQCN (Data Center Quantized Congestion Notification) [93] as their congestion control algorithm.",2024,high
evidence_1d88d1b3f743c418,claim_97b48b81964542fe,industry_tech_flashattention_2022,FlashAttention Fast and Memory-Efficient Exact Attention with IO-Awareness,9,3 Benchmarking Attentio,2,"Additionally, block-sparse FlashAttention enables the Transformers to scale to sequence length 64K, achieving 63.1 accuracy4 on Path-256.",2022,high
evidence_7ccb795e461396ce,claim_5dddebee21da564f,industry_tech_flashattention_2022,FlashAttention Fast and Memory-Efficient Exact Attention with IO-Awareness,9,3 Benchmarking Attention,2,"4.3 Benchmarking Attention We vary sequence length and measure runtime and memory usage of FlashAttention and block-sparse FlashAttention against various attention baselines on one A100 GPU with 40 GB HBM, with dropout and a padding mask.",2022,high
evidence_7c23a619d131ee92,claim_b0c148adda26e320,industry_tech_flashattention_2022,FlashAttention Fast and Memory-Efficient Exact Attention with IO-Awareness,30,AI,2,"Setup We measure runtime and memory usage of the attention computation with 8 heads of dimension 64, and batch size 16 on a machine with one A100 GPU with 40 GB of GPU HBM.",2022,high
evidence_02ab64b3f85315c1,claim_a2b2cd530a277534,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,1,CTC = TimeComp.,2,"From the deep learning inference aspect, for example in real-time application scenarios where low latency is required, ASICs are designed in the seek for better customization.",2024,high
evidence_2eeba79cd4d6837f,claim_f9c7a4ddd6b153ca,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,2,AI,2,"There is a trend showing that every two years, the peak hardware throughput increases 3x but the bandwidth only increases 1.6x [15].",2024,high
evidence_3dab83f55e851492,claim_a1f0e684abbb916d,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,2,AI,2,"There is a trend showing that every two years, the peak hardware throughput increases 3x but the bandwidth only increases 1.6x [15].",2024,high
evidence_8c0b98ffeb43bed3,claim_bfa683cacb3762fc,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,2,AI,2,"### Integration Technology Design Cycle Cost/$ Integration Energy Efficiency Performance | Monolithic ASIC Chiplet PCB | >1 year >1,000,000 +++ +++ +++ months 1,000-1,000,000 ++ ++ ++ weeks 100-10,000 + + + | | --- | --- |",2024,high
evidence_8871adf1280a4bbd,claim_6fe5e9f104cfc359,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,3,AI,2,"Therefore, to decrease inference latency, chiplets with more memory channels or higher I/O bandwidth are preferred to be integrated into the SiP.",2024,high
evidence_d907387509e274f2,claim_228a580ac6d87b64,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,3,AI,2,"At present, there are many parallel interface standards, such as Advanced Interface Bus (AIB) [22], Bunch of Wires (BoW) [24], high bandwidth memory (HBM) interconnect [26], Low-voltage-In-PackageINter-CONnect (LINPINCON) [27], Universal Chiplet Interconnect Express (UCIe) [34], Advanced Cost-driven Chiplet (ACC) [30].",2024,high
evidence_14bb711dc58ef9e8,claim_8b7b34267d3fd855,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,3,AI,2,"At present, there are many parallel interface standards, such as Advanced Interface Bus (AIB) [22], Bunch of Wires (BoW) [24], high bandwidth memory (HBM) interconnect [26], Low-voltage-In-PackageINter-CONnect (LINPINCON) [27], Universal Chiplet Interconnect Express (UCIe) [34], Advanced Cost-driven Chiplet (ACC) [30].",2024,high
evidence_f9878ac34f067347,claim_9e8a2f402393c0ba,industry_tech_heterogeneous_chiplets_ai_2024,Challenges and Opportunities to Enable Large-Scale Computing via Heterogeneous Chiplets,3,AI,2,A report shows that packaging costs can be comparable with designing a chip due to the low yield of the complex packaging processing and the bounding defects [43].,2024,high
